stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile,a_label
1955,1956,stimulus_1956,1.8889,3.7778,0,0,0
1956,1957,stimulus_1957,7.5556,7.1111,3,3,1
1957,1958,stimulus_1958,4.3333,5.1111,1,0,0
1959,1960,stimulus_1960,1.8889,6.6667,0,3,1
1960,1961,stimulus_1961,7.5556,6.6667,3,3,1
1961,1962,stimulus_1962,6.5556,4.8889,2,0,0
1963,1964,stimulus_1964,4.0,6.5556,1,3,1
1964,1965,stimulus_1965,7.8889,6.5556,3,3,1
1970,1971,stimulus_1971,6.6667,7.5556,2,3,1
1971,1972,stimulus_1972,4.5556,5.1111,1,0,0
1972,1973,stimulus_1973,3.3333,4.7778,0,0,0
1973,1974,stimulus_1974,6.8889,7.5556,3,3,1
1974,1975,stimulus_1975,7.3333,7.0,3,3,1
1975,1976,stimulus_1976,6.7778,6.4444,3,3,1
1976,1977,stimulus_1977,3.3333,5.0,0,0,0
1979,1980,stimulus_1980,7.3333,7.0,3,3,1
1980,1981,stimulus_1981,7.8889,6.4444,3,3,1
1983,1984,stimulus_1984,5.2222,4.7778,1,0,0
1985,1986,stimulus_1986,6.8889,4.4444,3,0,0
1987,1988,stimulus_1988,6.8889,3.8889,3,0,0
1991,1992,stimulus_1992,7.4444,6.5556,3,3,1
1992,1993,stimulus_1993,7.6667,6.7778,3,3,1
1993,1994,stimulus_1994,5.2222,4.2222,1,0,0
1997,1998,stimulus_1998,6.6667,6.4444,2,3,1
2001,2002,stimulus_2002,6.7778,4.7778,3,0,0
2002,2003,stimulus_2003,4.7778,6.5556,1,3,1
2003,2004,stimulus_2004,1.4444,3.4444,0,0,0
2004,2005,stimulus_2005,5.4444,4.4444,1,0,0
2005,2006,stimulus_2006,3.5556,6.6667,0,3,1
2006,2007,stimulus_2007,6.5556,5.0,2,0,0
2008,2009,stimulus_2009,3.1111,5.1111,0,0,0
2011,2012,stimulus_2012,2.2222,6.4444,0,3,1
2014,2015,stimulus_2015,5.7778,6.4444,2,3,1
2015,2016,stimulus_2016,3.4444,4.0,0,0,0
2016,2017,stimulus_2017,5.8889,6.5556,2,3,1
2017,2018,stimulus_2018,2.4444,3.8889,0,0,0
2018,2019,stimulus_2019,2.6667,4.5556,0,0,0
2019,2020,stimulus_2020,2.0,3.5556,0,0,0
2020,2021,stimulus_2021,5.7778,7.0,2,3,1
2023,2024,stimulus_2024,2.8889,3.5556,0,0,0
2025,2026,stimulus_2026,6.5556,5.1111,2,0,0
2026,2027,stimulus_2027,5.4444,5.0,1,0,0
2028,2029,stimulus_2029,6.2222,6.5556,2,3,1
2029,2030,stimulus_2030,7.1111,7.1111,3,3,1
2032,2033,stimulus_2033,6.3333,7.2222,2,3,1
2033,2034,stimulus_2034,7.5556,7.3333,3,3,1
2034,2035,stimulus_2035,5.8889,6.4444,2,3,1
2035,2036,stimulus_2036,4.4444,5.1111,1,0,0
2036,2037,stimulus_2037,5.8889,6.8889,2,3,1
2039,2040,stimulus_2040,7.3333,6.7778,3,3,1
2044,2045,stimulus_2045,6.4444,6.6667,2,3,1
2045,2046,stimulus_2046,4.6667,6.8889,1,3,1
2046,2047,stimulus_2047,1.8889,6.6667,0,3,1
2047,2048,stimulus_2048,2.8889,5.0,0,0,0
2051,2052,stimulus_2052,4.0,6.6667,1,3,1
2052,2053,stimulus_2053,5.8889,7.1111,2,3,1
2054,2055,stimulus_2055,3.5556,4.7778,0,0,0
2055,2056,stimulus_2056,6.0,5.1111,2,0,0
2061,2062,stimulus_2062,2.2222,4.6667,0,0,0
2062,2063,stimulus_2063,6.7778,6.6667,3,3,1
2063,2064,stimulus_2064,4.8889,4.7778,1,0,0
2064,2065,stimulus_2065,6.5556,7.0,2,3,1
2067,2068,stimulus_2068,3.5556,6.6667,0,3,1
2068,2069,stimulus_2069,2.0,6.7778,0,3,1
2072,2073,stimulus_2073,5.1111,7.1111,1,3,1
2076,2077,stimulus_2077,8.6667,6.5556,3,3,1
2077,2078,stimulus_2078,6.7778,6.7778,3,3,1
2078,2079,stimulus_2079,5.4444,4.5556,1,0,0
2084,2085,stimulus_2085,7.4444,7.5556,3,3,1
2088,2089,stimulus_2089,6.7778,6.8889,3,3,1
2090,2091,stimulus_2091,2.6667,7.1111,0,3,1
2091,2092,stimulus_2092,7.1111,6.7778,3,3,1
2095,2096,stimulus_2096,7.5556,4.5556,3,0,0
2096,2097,stimulus_2097,5.2222,6.6667,1,3,1
2097,2098,stimulus_2098,6.6667,6.6667,2,3,1
2100,2101,stimulus_2101,5.4444,5.1111,1,0,0
2101,2102,stimulus_2102,7.3333,6.5556,3,3,1
2102,2103,stimulus_2103,4.6667,6.8889,1,3,1
2103,2104,stimulus_2104,4.2222,3.7778,1,0,0
2104,2105,stimulus_2105,5.2222,6.7778,1,3,1
2105,2106,stimulus_2106,2.2222,5.1111,0,0,0
2106,2107,stimulus_2107,6.2222,4.8889,2,0,0
2107,2108,stimulus_2108,5.7778,7.4444,2,3,1
2109,2110,stimulus_2110,7.5556,7.3333,3,3,1
2110,2111,stimulus_2111,2.1111,5.1111,0,0,0
2112,2113,stimulus_2113,7.4444,6.5556,3,3,1
2115,2116,stimulus_2116,2.0,5.1111,0,0,0
2118,2119,stimulus_2119,4.8889,4.6667,1,0,0
2119,2120,stimulus_2120,3.0,7.1111,0,3,1
2120,2121,stimulus_2121,2.7778,6.6667,0,3,1
2123,2124,stimulus_2124,2.2222,6.4444,0,3,1
2125,2126,stimulus_2126,3.6667,4.7778,1,0,0
2126,2127,stimulus_2127,5.3333,4.4444,1,0,0
2127,2128,stimulus_2128,5.3333,4.3333,1,0,0
2128,2129,stimulus_2129,5.5556,4.1111,1,0,0
2130,2131,stimulus_2131,7.3333,3.7778,3,0,0
2131,2132,stimulus_2132,5.4444,5.1111,1,0,0
2132,2133,stimulus_2133,4.8889,5.0,1,0,0
2133,2134,stimulus_2134,6.3333,4.8889,2,0,0
2135,2136,stimulus_2136,3.6667,4.1111,1,0,0
2136,2137,stimulus_2137,8.4444,7.2222,3,3,1
2137,2138,stimulus_2138,8.1111,7.2222,3,3,1
2139,2140,stimulus_2140,7.7778,6.7778,3,3,1
2140,2141,stimulus_2141,3.0,4.6667,0,0,0
2141,2142,stimulus_2142,3.2222,5.1111,0,0,0
2142,2143,stimulus_2143,6.7778,6.7778,3,3,1
2154,2155,stimulus_2155,3.6667,4.4444,1,0,0
2157,2158,stimulus_2158,8.2222,6.6667,3,3,1
2158,2159,stimulus_2159,2.4444,5.1111,0,0,0
2159,2160,stimulus_2160,5.1111,5.1111,1,0,0
2160,2161,stimulus_2161,3.0,7.1111,0,3,1
2162,2163,stimulus_2163,7.4444,4.0,3,0,0
2163,2164,stimulus_2164,4.7778,6.4444,1,3,1
2164,2165,stimulus_2165,4.2222,4.6667,1,0,0
2168,2169,stimulus_2169,1.7778,3.8889,0,0,0
2169,2170,stimulus_2170,6.6667,6.5556,2,3,1
2170,2171,stimulus_2171,6.2222,4.8889,2,0,0
2171,2172,stimulus_2172,5.0,3.8889,1,0,0
2173,2174,stimulus_2174,2.4444,4.7778,0,0,0
2176,2177,stimulus_2177,2.0,4.8889,0,0,0
2178,2179,stimulus_2179,7.1111,6.7778,3,3,1
2181,2182,stimulus_2182,7.4444,6.4444,3,3,1
