stim_idx,stim_num_int,stimulus_num,video_path,video_exists,score_0,score_1,score_2,score_3,score_4,score_5,score_6,score_7,score_8,score_9,score_10,score_11,score_12,score_13,score_14,score_15,score_16,score_17,score_18,score_19,score_20,score_21,score_22,score_23,score_24,score_25,score_26,score_27,score_28,score_29,score_30,score_31,score_32,score_33,arousal_score,dominance_score,valence_score,approach_score,attention_score,certainty_score,commitment_score,control_score,effort_score,fairness_score,identity_score,obstruction_score,safety_score,upswing_score
1182,1183,stimulus_1183,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1183.mp4,True,0.0,0.0,0.0,0.071429,0.14286,0.14286,0.071429,0.0,0.0,0.0,0.0,0.071429,0.0,0.14286,0.28571,0.0,0.0,0.0,0.0,0.071429,0.0,0.071429,0.071429,0.071429,0.0,0.0,0.071429,0.0,0.14286,0.0,0.0,0.071429,0.0,0.0,5.8889,3.6667,1.8889,1.4444,6.5556,4.1111,4.6667,2.5556,4.1111,3.8889,2.6667,2.7778,1.6667,3.5556
1183,1184,stimulus_1184,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1184.mp4,True,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.57143,0.21429,0.071429,0.0,0.071429,0.14286,0.0,0.64286,0.071429,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.21429,0.28571,0.0,4.7778,2.7778,1.4444,1.8889,6.4444,4.0,5.4444,2.1111,5.8889,2.4444,3.6667,4.3333,2.0,1.6667
1184,1185,stimulus_1185,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1185.mp4,True,0.0,0.0,0.0,0.14286,0.0,0.071429,0.0,0.071429,0.0,0.071429,0.071429,0.0,0.0,0.0,0.0,0.57143,0.0,0.0,0.071429,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.28571,0.0,5.4444,4.2222,2.2222,1.6667,6.3333,4.8889,5.2222,2.2222,4.7778,4.5556,2.8889,2.8889,2.0,2.2222
1185,1186,stimulus_1186,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1186.mp4,True,0.071429,0.0,0.0,0.28571,0.0,0.35714,0.071429,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.28571,0.0,0.0,0.071429,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.28571,0.071429,0.071429,7.6667,5.0,4.4444,2.0,7.6667,5.0,4.3333,3.2222,3.6667,5.8889,4.5556,2.8889,3.4444,7.2222
1186,1187,stimulus_1187,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1187.mp4,True,0.071429,0.14286,0.0,0.57143,0.0,0.0,0.35714,0.0,0.071429,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.28571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,6.0,4.3333,7.8889,6.4444,6.8889,6.7778,6.3333,7.4444,1.8889,7.8889,5.2222,2.3333,6.8889,8.2222
1187,1188,stimulus_1188,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1188.mp4,True,0.0,0.14286,0.0,0.42857,0.0,0.0,0.42857,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2222,3.8889,7.5556,7.3333,6.8889,5.7778,7.5556,7.4444,2.1111,7.0,4.5556,2.0,7.2222,7.2222
1188,1189,stimulus_1189,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1189.mp4,True,0.071429,0.0,0.0,0.071429,0.0,0.14286,0.0,0.0,0.0,0.0,0.21429,0.0,0.0,0.071429,0.071429,0.0,0.14286,0.0,0.0,0.57143,0.0,0.42857,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2222,3.5556,1.7778,1.6667,6.2222,3.3333,2.6667,2.7778,5.5556,3.1111,2.3333,5.3333,2.1111,3.7778
1189,1190,stimulus_1190,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1190.mp4,True,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.14286,0.0,0.0,0.14286,0.0,0.0,0.0,0.78571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,4.8889,3.4444,2.1111,2.1111,5.1111,3.2222,4.5556,4.2222,5.2222,4.2222,2.5556,4.8889,3.3333,3.1111
1190,1191,stimulus_1191,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1191.mp4,True,0.14286,0.0,0.0,0.42857,0.0,0.0,0.071429,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.28571,0.0,0.14286,0.0,0.071429,6.4444,5.1111,6.7778,7.3333,7.0,6.6667,5.7778,7.7778,1.3333,7.1111,5.8889,1.8889,7.0,7.8889
1191,1192,stimulus_1192,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1192.mp4,True,0.14286,0.0,0.0,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21429,0.0,0.0,0.0,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,0.21429,0.0,0.14286,0.0,0.5,6.1111,5.2222,6.3333,6.7778,6.6667,6.1111,6.4444,7.2222,2.1111,7.1111,6.0,1.7778,6.5556,7.0
1192,1193,stimulus_1193,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1193.mp4,True,0.0,0.071429,0.28571,0.0,0.0,0.0,0.0,0.0,0.071429,0.64286,0.0,0.0,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,6.0,5.3333,7.5556,7.8889,5.5556,6.7778,5.1111,7.3333,1.8889,7.6667,5.3333,1.5556,7.3333,6.8889
1193,1194,stimulus_1194,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1194.mp4,True,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,6.0,3.1111,1.3333,1.3333,4.7778,3.0,2.3333,2.4444,6.6667,3.6667,2.2222,5.5556,2.4444,2.7778
1194,1195,stimulus_1195,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1195.mp4,True,0.071429,0.0,0.5,0.071429,0.0,0.0,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,7.2222,5.0,5.7778,5.4444,6.7778,5.7778,5.5556,6.0,3.2222,5.7778,4.4444,3.2222,4.6667,5.8889
1195,1196,stimulus_1196,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1196.mp4,True,0.0,0.0,0.0,0.071429,0.0,0.071429,0.0,0.0,0.071429,0.071429,0.5,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.071429,0.071429,0.071429,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.0,0.0,0.14286,0.0,5.6667,4.2222,3.0,2.6667,6.1111,2.8889,6.0,2.7778,4.7778,3.2222,3.8889,5.0,3.0,3.6667
1196,1197,stimulus_1197,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1197.mp4,True,0.0,0.0,0.0,0.0,0.0,0.28571,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14286,0.57143,0.0,0.071429,0.0,0.0,0.0,0.0,0.28571,0.0,0.0,0.071429,0.0,0.28571,0.071429,0.071429,7.3333,5.0,3.7778,2.5556,7.4444,3.6667,6.0,3.2222,4.4444,3.2222,4.7778,3.7778,2.0,6.3333
1197,1198,stimulus_1198,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1198.mp4,True,0.071429,0.071429,0.071429,0.5,0.0,0.14286,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21429,0.071429,0.0,0.0,0.42857,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.0,0.28571,0.0,0.071429,7.3333,5.5556,6.0,4.5556,7.2222,5.3333,4.6667,6.6667,2.3333,6.3333,4.3333,2.2222,4.6667,7.2222
1198,1199,stimulus_1199,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1199.mp4,True,0.0,0.0,0.0,0.0,0.21429,0.0,0.0,0.0,0.0,0.0,0.14286,0.071429,0.0,0.21429,0.85714,0.14286,0.0,0.0,0.0,0.28571,0.0,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.21429,0.0,0.0,0.0,0.14286,0.0,6.3333,4.5556,1.1111,2.4444,6.5556,4.2222,6.1111,1.3333,7.2222,1.2222,1.7778,4.6667,1.5556,1.8889
1199,1200,stimulus_1200,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1200.mp4,True,0.071429,0.0,0.0,0.57143,0.0,0.071429,0.071429,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,0.0,0.21429,0.0,0.0,0.14286,0.0,0.0,0.0,0.071429,0.35714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.071429,0.071429,0.0,6.2222,5.3333,6.4444,5.6667,7.0,7.0,6.6667,6.8889,2.3333,5.8889,6.6667,2.6667,5.8889,6.0
1200,1201,stimulus_1201,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1201.mp4,True,0.066667,0.066667,0.066667,0.13333,0.0,0.0,0.0,0.0,0.13333,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0.13333,0.2,0.0,0.0,0.0,0.53333,0.0,0.066667,0.066667,0.0,0.066667,0.0,5.1111,5.2222,5.4444,6.1111,6.0,5.7778,5.1111,6.5556,3.4444,6.3333,4.7778,3.6667,6.5556,6.3333
1201,1202,stimulus_1202,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1202.mp4,True,0.0,0.0,0.0,0.33333,0.0,0.2,0.066667,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.6,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,5.6667,4.7778,2.8889,2.1111,5.4444,4.4444,4.7778,2.0,3.8889,3.3333,4.1111,5.1111,2.0,3.1111
1202,1203,stimulus_1203,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1203.mp4,True,0.066667,0.0,0.0,0.2,0.0,0.13333,0.066667,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.066667,0.2,0.0,0.066667,0.066667,0.0,0.0,0.0,0.2,0.0,0.066667,0.0,0.0,0.4,0.13333,0.0,5.4444,3.7778,2.4444,3.5556,5.4444,4.6667,4.8889,4.5556,4.3333,4.0,4.2222,3.8889,3.3333,4.3333
1203,1204,stimulus_1204,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1204.mp4,True,0.0,0.0,0.0,0.13333,0.0,0.066667,0.066667,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333,0.0,0.0,5.2222,4.1111,3.0,2.5556,5.4444,4.0,3.8889,3.0,5.4444,3.6667,2.5556,4.6667,3.4444,3.4444
1204,1205,stimulus_1205,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1205.mp4,True,0.0,0.0,0.26667,0.0,0.0,0.0,0.066667,0.0,0.066667,0.066667,0.0,0.066667,0.73333,0.0,0.0,0.0,0.066667,0.066667,0.066667,0.0,0.0,0.0,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.5556,5.3333,7.2222,8.0,6.2222,6.0,4.1111,7.0,3.3333,6.2222,4.1111,4.5556,7.2222,6.2222
1205,1206,stimulus_1206,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1206.mp4,True,0.0,0.0,0.0,0.6,0.0,0.066667,0.0,0.13333,0.066667,0.0,0.0,0.066667,0.0,0.0,0.0,0.066667,0.066667,0.0,0.066667,0.0,0.0,0.0,0.13333,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,5.3333,4.5556,5.3333,4.7778,4.8889,5.2222,5.3333,4.2222,4.6667,5.2222,4.3333,3.7778,5.4444,4.4444
1206,1207,stimulus_1207,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1207.mp4,True,0.0,0.0,0.13333,0.0,0.0,0.0,0.066667,0.0,0.066667,0.13333,0.0,0.0,0.66667,0.0,0.0,0.0,0.13333,0.066667,0.066667,0.0,0.0,0.0,0.2,0.13333,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,6.2222,6.0,8.2222,7.5556,7.1111,7.0,5.1111,7.1111,3.8889,6.1111,4.8889,4.0,6.2222,5.7778
1207,1208,stimulus_1208,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1208.mp4,True,0.0,0.0,0.26667,0.0,0.0,0.13333,0.0,0.066667,0.0,0.0,0.4,0.0,0.0,0.0,0.26667,0.0,0.0,0.0,0.0,0.066667,0.0,0.4,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6667,5.6667,2.6667,1.7778,3.7778,3.7778,3.0,2.6667,4.6667,2.8889,3.1111,3.6667,2.3333,3.5556
1208,1209,stimulus_1209,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1209.mp4,True,0.066667,0.2,0.066667,0.73333,0.0,0.0,0.2,0.0,0.0,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.066667,0.2,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.066667,0.13333,0.066667,4.7778,4.5556,7.4444,6.0,6.0,5.5556,6.1111,6.1111,3.8889,5.3333,4.3333,3.3333,6.5556,6.0
1209,1210,stimulus_1210,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1210.mp4,True,0.2,0.066667,0.066667,0.13333,0.0,0.0,0.066667,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46667,0.0,0.0,0.0,0.0,0.4,0.0,0.26667,0.0,0.0,0.0,0.26667,0.0,0.0,0.066667,0.4,6.0,3.8889,7.0,7.1111,5.8889,6.5556,6.6667,6.8889,4.0,6.4444,6.1111,3.3333,6.2222,6.5556
1210,1211,stimulus_1211,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1211.mp4,True,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.46667,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.13333,0.13333,4.8889,4.5556,5.7778,5.2222,5.3333,5.3333,6.4444,5.7778,4.4444,5.6667,6.2222,4.8889,5.3333,5.4444
1211,1212,stimulus_1212,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1212.mp4,True,0.0,0.0,0.0,0.0,0.0,0.46667,0.13333,0.066667,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.66667,0.0,0.066667,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4444,3.5556,2.7778,2.6667,6.2222,4.4444,5.0,4.7778,5.1111,5.2222,4.3333,2.8889,1.8889,5.8889
1212,1213,stimulus_1213,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1213.mp4,True,0.066667,0.2,0.0,0.6,0.0,0.0,0.066667,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.13333,0.2,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.066667,0.13333,0.0,6.5556,4.4444,7.3333,6.8889,7.0,5.8889,6.5556,7.1111,2.2222,6.3333,5.8889,2.8889,6.5556,6.6667
1213,1214,stimulus_1214,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1214.mp4,True,0.0,0.0,0.0,0.066667,0.0,0.13333,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46667,0.0,0.73333,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.066667,0.0,0.0,7.0,5.5556,2.8889,3.0,6.2222,4.3333,3.5556,2.6667,4.6667,4.1111,3.8889,4.6667,3.2222,4.1111
1214,1215,stimulus_1215,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1215.mp4,True,0.066667,0.0,0.0,0.53333,0.0,0.0,0.26667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.26667,0.0,0.066667,5.6667,4.7778,5.7778,5.6667,6.2222,4.5556,5.1111,5.5556,3.2222,6.1111,4.3333,3.1111,4.2222,7.2222
1215,1216,stimulus_1216,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1216.mp4,True,0.066667,0.13333,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.66667,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.26667,0.066667,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,4.8889,3.6667,7.1111,6.6667,7.0,5.8889,4.3333,7.0,2.0,6.3333,4.7778,3.2222,6.4444,6.2222
1216,1217,stimulus_1217,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1217.mp4,True,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.0,0.6,0.26667,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,6.1111,4.3333,2.1111,1.8889,6.2222,3.6667,3.6667,3.3333,5.5556,3.6667,2.1111,4.6667,3.0,3.4444
1217,1218,stimulus_1218,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1218.mp4,True,0.13333,0.0,0.066667,0.066667,0.0,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.13333,0.066667,0.0,0.066667,0.0,0.0,0.066667,0.33333,0.0,0.0,0.13333,0.4,6.6667,6.1111,6.3333,6.0,6.7778,4.8889,6.3333,7.4444,3.3333,7.4444,5.7778,3.0,6.1111,6.3333
1218,1219,stimulus_1219,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1219.mp4,True,0.0,0.0,0.0,0.0,0.0,0.6,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66667,0.0,0.13333,0.066667,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.13333,0.0,0.0,6.4444,4.7778,3.7778,2.1111,7.1111,3.7778,7.0,3.6667,4.8889,5.0,4.1111,3.2222,2.5556,6.5556
1219,1220,stimulus_1220,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1220.mp4,True,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.066667,0.2,0.0,0.13333,0.0,0.0,0.2,0.066667,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.066667,0.0,0.0,0.066667,0.0,0.0,0.066667,0.066667,0.0,5.0,4.8889,5.0,4.7778,5.4444,4.2222,4.4444,4.4444,3.2222,4.4444,4.5556,3.3333,4.8889,5.1111
1220,1221,stimulus_1221,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1221.mp4,True,0.0,0.0,0.0,0.0,0.0,0.33333,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.066667,0.066667,0.0,0.13333,0.53333,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.066667,0.13333,0.0,6.3333,3.4444,2.0,2.0,7.2222,4.4444,5.7778,2.7778,4.5556,2.8889,4.1111,5.2222,1.4444,3.7778
1221,1222,stimulus_1222,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1222.mp4,True,0.0,0.0,0.0,0.0,0.0,0.26667,0.0,0.13333,0.0,0.0,0.066667,0.0,0.0,0.066667,0.66667,0.26667,0.0,0.0,0.0,0.2,0.066667,0.33333,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,5.3333,4.0,2.2222,2.6667,6.1111,3.8889,5.2222,2.5556,5.4444,2.8889,2.4444,3.8889,2.1111,3.0
1222,1223,stimulus_1223,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1223.mp4,True,0.0,0.0,0.4,0.066667,0.0,0.0,0.2,0.0,0.066667,0.13333,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.066667,0.0,0.0,0.0,0.46667,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.13333,0.0,0.0,5.1111,4.3333,6.0,5.8889,7.2222,5.5556,3.8889,7.0,2.3333,5.7778,3.8889,2.4444,5.6667,6.4444
1223,1224,stimulus_1224,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1224.mp4,True,0.0,0.0,0.0,0.0,0.0,0.26667,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.8,0.13333,0.0,0.0,0.0,0.2,0.0,0.26667,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.13333,0.0,0.0,6.2222,5.0,2.2222,2.6667,6.2222,4.3333,3.8889,3.4444,5.3333,4.6667,2.6667,4.4444,2.3333,3.0
1224,1225,stimulus_1225,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1225.mp4,True,0.0,0.0,0.0,0.4,0.0,0.066667,0.0,0.66667,0.066667,0.0,0.066667,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,5.5556,5.3333,4.3333,2.6667,5.7778,3.1111,3.5556,2.2222,4.1111,4.0,4.2222,5.6667,4.2222,2.8889
1225,1226,stimulus_1226,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1226.mp4,True,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.53333,0.0,0.73333,0.13333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,6.5556,3.6667,2.2222,1.3333,6.7778,4.0,2.5556,2.7778,6.3333,3.1111,3.8889,5.7778,1.5556,2.8889
1226,1227,stimulus_1227,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1227.mp4,True,0.0,0.0,0.0,0.066667,0.0,0.26667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.066667,0.0,0.066667,0.4,0.0,0.46667,0.13333,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.066667,0.0,6.5556,4.6667,3.1111,1.6667,6.4444,3.2222,5.0,2.4444,5.8889,3.0,3.7778,5.7778,2.0,3.4444
1227,1228,stimulus_1228,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1228.mp4,True,0.066667,0.0,0.13333,0.0,0.0,0.0,0.0,0.066667,0.13333,0.0,0.13333,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.2,0.0,0.0,0.0,0.2,0.066667,0.0,0.0,0.0,0.13333,0.0,0.13333,0.53333,0.0,0.0,0.0,6.0,4.7778,6.3333,5.7778,5.8889,6.4444,4.8889,6.5556,3.3333,4.8889,5.1111,3.5556,4.8889,5.8889
1228,1229,stimulus_1229,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1229.mp4,True,0.0,0.0,0.0,0.33333,0.2,0.066667,0.0,0.0,0.066667,0.0,0.066667,0.0,0.0,0.2,0.33333,0.0,0.0,0.066667,0.066667,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.066667,0.0,6.2222,4.7778,3.4444,3.3333,6.3333,4.8889,5.8889,2.2222,3.4444,1.6667,5.6667,4.1111,3.5556,3.6667
1229,1230,stimulus_1230,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1230.mp4,True,0.0,0.066667,0.066667,0.6,0.0,0.0,0.0,0.0,0.0,0.066667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066667,0.13333,0.4,0.0,0.0,0.0,0.0,0.13333,0.0,0.0,0.13333,0.0,4.3333,4.8889,6.3333,5.6667,5.8889,6.0,5.7778,6.3333,1.7778,5.0,5.4444,2.5556,6.3333,6.1111
1230,1231,stimulus_1231,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1231.mp4,True,0.0,0.0,0.18182,0.0,0.0,0.27273,0.0,0.0,0.0,0.0,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36364,0.0,0.090909,0.0,0.090909,0.0,0.0,0.0,0.0,0.54545,0.0,0.0,0.090909,0.090909,0.0,7.4444,4.2222,3.4444,2.4444,7.5556,3.6667,4.7778,1.7778,4.8889,2.6667,4.1111,6.1111,1.4444,3.3333
1231,1232,stimulus_1232,/pscratch/sd/s/sjmoon/EmoFM/videos/CowenEmotionVideos/1232.mp4,True,0.0,0.0,0.45455,0.0,0.0,0.0,0.18182,0.0,0.0,0.45455,0.0,0.0,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7778,4.0,8.3333,8.8889,6.1111,6.2222,4.8889,8.0,1.6667,5.0,4.7778,3.0,7.5556,6.2222
