sample_id,text
sub-03::stimulus_1791,This brain response shows valence 5.56 and arousal 5.44.
sub-03::stimulus_1792,This brain response shows valence 2.00 and arousal 4.56.
sub-03::stimulus_1793,This brain response shows valence 3.00 and arousal 4.67.
sub-03::stimulus_1794,This brain response shows valence 4.56 and arousal 5.22.
sub-03::stimulus_1795,This brain response shows valence 2.89 and arousal 6.56.
sub-03::stimulus_1796,This brain response shows valence 5.56 and arousal 6.78.
sub-03::stimulus_1797,This brain response shows valence 6.11 and arousal 5.78.
sub-03::stimulus_1798,This brain response shows valence 6.44 and arousal 6.11.
sub-03::stimulus_1799,This brain response shows valence 5.22 and arousal 7.00.
sub-03::stimulus_1800,This brain response shows valence 6.67 and arousal 6.67.
sub-03::stimulus_1801,This brain response shows valence 6.00 and arousal 6.33.
sub-03::stimulus_1802,This brain response shows valence 6.11 and arousal 5.67.
sub-03::stimulus_1803,This brain response shows valence 7.89 and arousal 6.00.
sub-03::stimulus_1804,This brain response shows valence 7.44 and arousal 5.11.
sub-03::stimulus_1805,This brain response shows valence 6.89 and arousal 6.44.
sub-03::stimulus_1806,This brain response shows valence 7.56 and arousal 5.11.
sub-03::stimulus_1807,This brain response shows valence 7.56 and arousal 7.33.
sub-03::stimulus_1808,This brain response shows valence 7.11 and arousal 4.89.
sub-03::stimulus_1809,This brain response shows valence 5.00 and arousal 7.00.
sub-03::stimulus_1810,This brain response shows valence 7.89 and arousal 5.11.
sub-03::stimulus_1811,This brain response shows valence 5.22 and arousal 5.89.
sub-03::stimulus_1812,This brain response shows valence 6.33 and arousal 6.00.
sub-03::stimulus_1813,This brain response shows valence 1.22 and arousal 5.44.
sub-03::stimulus_1814,This brain response shows valence 7.67 and arousal 5.33.
sub-03::stimulus_1815,This brain response shows valence 6.89 and arousal 4.78.
sub-03::stimulus_1816,This brain response shows valence 3.44 and arousal 5.67.
sub-03::stimulus_1817,This brain response shows valence 6.22 and arousal 4.89.
sub-03::stimulus_1818,This brain response shows valence 6.22 and arousal 5.78.
sub-03::stimulus_1819,This brain response shows valence 1.89 and arousal 6.56.
sub-03::stimulus_1820,This brain response shows valence 7.44 and arousal 4.89.
sub-03::stimulus_1821,This brain response shows valence 5.00 and arousal 6.00.
sub-03::stimulus_1822,This brain response shows valence 2.78 and arousal 4.22.
sub-03::stimulus_1823,This brain response shows valence 4.56 and arousal 5.22.
sub-03::stimulus_1824,This brain response shows valence 6.67 and arousal 5.56.
sub-03::stimulus_1825,This brain response shows valence 7.67 and arousal 3.67.
sub-03::stimulus_1826,This brain response shows valence 7.89 and arousal 7.67.
sub-03::stimulus_1827,This brain response shows valence 5.22 and arousal 7.00.
sub-03::stimulus_1828,This brain response shows valence 2.00 and arousal 5.56.
sub-03::stimulus_1829,This brain response shows valence 6.00 and arousal 5.89.
sub-03::stimulus_1830,This brain response shows valence 2.00 and arousal 6.44.
sub-03::stimulus_1831,This brain response shows valence 4.00 and arousal 5.11.
sub-03::stimulus_1832,This brain response shows valence 2.67 and arousal 6.56.
sub-03::stimulus_1833,This brain response shows valence 7.11 and arousal 7.33.
sub-03::stimulus_1834,This brain response shows valence 7.11 and arousal 6.78.
sub-03::stimulus_1835,This brain response shows valence 6.22 and arousal 5.00.
sub-03::stimulus_1836,This brain response shows valence 7.78 and arousal 6.67.
sub-03::stimulus_1837,This brain response shows valence 3.33 and arousal 6.22.
sub-03::stimulus_1838,This brain response shows valence 4.89 and arousal 6.44.
sub-03::stimulus_1839,This brain response shows valence 7.33 and arousal 7.22.
sub-03::stimulus_1840,This brain response shows valence 6.44 and arousal 5.44.
sub-03::stimulus_1841,This brain response shows valence 6.67 and arousal 4.67.
sub-03::stimulus_1842,This brain response shows valence 6.78 and arousal 6.22.
sub-03::stimulus_1843,This brain response shows valence 2.56 and arousal 6.22.
sub-03::stimulus_1844,This brain response shows valence 2.67 and arousal 5.22.
sub-03::stimulus_1845,This brain response shows valence 3.56 and arousal 5.44.
sub-03::stimulus_1846,This brain response shows valence 6.00 and arousal 5.00.
sub-03::stimulus_1847,This brain response shows valence 4.44 and arousal 5.67.
sub-03::stimulus_1848,This brain response shows valence 6.67 and arousal 5.11.
sub-03::stimulus_1849,This brain response shows valence 5.89 and arousal 6.67.
sub-03::stimulus_1850,This brain response shows valence 7.00 and arousal 4.33.
sub-03::stimulus_1851,This brain response shows valence 7.33 and arousal 5.33.
sub-03::stimulus_1852,This brain response shows valence 8.33 and arousal 6.56.
sub-03::stimulus_1853,This brain response shows valence 2.89 and arousal 5.33.
sub-03::stimulus_1854,This brain response shows valence 7.44 and arousal 5.67.
sub-03::stimulus_1855,This brain response shows valence 8.67 and arousal 5.56.
sub-03::stimulus_1856,This brain response shows valence 5.67 and arousal 5.22.
sub-03::stimulus_1857,This brain response shows valence 5.44 and arousal 6.78.
sub-03::stimulus_1858,This brain response shows valence 3.44 and arousal 7.00.
sub-03::stimulus_1859,This brain response shows valence 6.67 and arousal 5.22.
sub-03::stimulus_1860,This brain response shows valence 6.44 and arousal 5.67.
sub-03::stimulus_1861,This brain response shows valence 6.33 and arousal 5.56.
sub-03::stimulus_1862,This brain response shows valence 5.22 and arousal 5.22.
sub-03::stimulus_1863,This brain response shows valence 5.56 and arousal 6.78.
sub-03::stimulus_1864,This brain response shows valence 4.33 and arousal 5.33.
sub-03::stimulus_1865,This brain response shows valence 5.00 and arousal 6.67.
sub-03::stimulus_1866,This brain response shows valence 2.67 and arousal 5.67.
sub-03::stimulus_1867,This brain response shows valence 5.44 and arousal 5.67.
sub-03::stimulus_1868,This brain response shows valence 1.56 and arousal 6.44.
sub-03::stimulus_1869,This brain response shows valence 6.78 and arousal 6.00.
sub-03::stimulus_1870,This brain response shows valence 1.78 and arousal 6.78.
sub-03::stimulus_1871,This brain response shows valence 3.00 and arousal 5.33.
sub-03::stimulus_1872,This brain response shows valence 5.78 and arousal 7.00.
sub-03::stimulus_1873,This brain response shows valence 3.89 and arousal 5.56.
sub-03::stimulus_1874,This brain response shows valence 5.22 and arousal 4.67.
sub-03::stimulus_1875,This brain response shows valence 4.78 and arousal 5.11.
sub-03::stimulus_1876,This brain response shows valence 6.67 and arousal 4.78.
sub-03::stimulus_1877,This brain response shows valence 4.78 and arousal 5.89.
sub-03::stimulus_1878,This brain response shows valence 4.44 and arousal 6.89.
sub-03::stimulus_1879,This brain response shows valence 4.56 and arousal 6.11.
sub-03::stimulus_1880,This brain response shows valence 6.11 and arousal 5.78.
sub-03::stimulus_1881,This brain response shows valence 4.78 and arousal 5.33.
sub-03::stimulus_1882,This brain response shows valence 6.78 and arousal 5.89.
sub-03::stimulus_1883,This brain response shows valence 4.11 and arousal 4.89.
sub-03::stimulus_1884,This brain response shows valence 6.22 and arousal 6.11.
sub-03::stimulus_1885,This brain response shows valence 1.89 and arousal 5.00.
sub-03::stimulus_1886,This brain response shows valence 6.56 and arousal 6.44.
sub-03::stimulus_1887,This brain response shows valence 3.22 and arousal 6.89.
sub-03::stimulus_1888,This brain response shows valence 4.44 and arousal 6.56.
sub-03::stimulus_1889,This brain response shows valence 7.33 and arousal 7.11.
sub-03::stimulus_1890,This brain response shows valence 4.00 and arousal 5.44.
sub-03::stimulus_1891,This brain response shows valence 6.89 and arousal 7.00.
sub-03::stimulus_1892,This brain response shows valence 5.33 and arousal 7.22.
sub-03::stimulus_1893,This brain response shows valence 7.33 and arousal 6.56.
sub-03::stimulus_1894,This brain response shows valence 6.22 and arousal 7.22.
sub-03::stimulus_1895,This brain response shows valence 6.67 and arousal 7.11.
sub-03::stimulus_1896,This brain response shows valence 4.00 and arousal 6.22.
sub-03::stimulus_1897,This brain response shows valence 6.44 and arousal 5.67.
sub-03::stimulus_1898,This brain response shows valence 5.89 and arousal 4.78.
sub-03::stimulus_1899,This brain response shows valence 5.89 and arousal 7.22.
sub-03::stimulus_1900,This brain response shows valence 7.56 and arousal 5.56.
sub-03::stimulus_1901,This brain response shows valence 2.33 and arousal 6.11.
sub-03::stimulus_1902,This brain response shows valence 6.56 and arousal 5.78.
sub-03::stimulus_1903,This brain response shows valence 2.00 and arousal 4.00.
sub-03::stimulus_1904,This brain response shows valence 7.00 and arousal 5.44.
sub-03::stimulus_1905,This brain response shows valence 4.78 and arousal 5.56.
sub-03::stimulus_1906,This brain response shows valence 2.44 and arousal 6.11.
sub-03::stimulus_1907,This brain response shows valence 2.33 and arousal 5.56.
sub-03::stimulus_1908,This brain response shows valence 5.00 and arousal 5.44.
sub-03::stimulus_1909,This brain response shows valence 7.11 and arousal 7.56.
sub-03::stimulus_1910,This brain response shows valence 4.44 and arousal 6.11.
sub-03::stimulus_1911,This brain response shows valence 7.11 and arousal 6.11.
sub-03::stimulus_1912,This brain response shows valence 6.00 and arousal 6.56.
sub-03::stimulus_1913,This brain response shows valence 6.11 and arousal 6.11.
sub-03::stimulus_1914,This brain response shows valence 4.11 and arousal 6.89.
sub-03::stimulus_1915,This brain response shows valence 5.78 and arousal 6.89.
sub-03::stimulus_1916,This brain response shows valence 3.22 and arousal 6.22.
sub-03::stimulus_1917,This brain response shows valence 6.22 and arousal 6.78.
sub-03::stimulus_1918,This brain response shows valence 7.00 and arousal 7.00.
sub-03::stimulus_1919,This brain response shows valence 4.22 and arousal 6.11.
sub-03::stimulus_1920,This brain response shows valence 5.67 and arousal 5.56.
sub-03::stimulus_1921,This brain response shows valence 5.78 and arousal 5.11.
sub-03::stimulus_1922,This brain response shows valence 1.22 and arousal 5.11.
sub-03::stimulus_1923,This brain response shows valence 2.67 and arousal 4.44.
sub-03::stimulus_1924,This brain response shows valence 7.44 and arousal 5.22.
sub-03::stimulus_1925,This brain response shows valence 6.44 and arousal 6.56.
sub-03::stimulus_1926,This brain response shows valence 3.00 and arousal 5.67.
sub-03::stimulus_1927,This brain response shows valence 3.89 and arousal 4.33.
sub-03::stimulus_1928,This brain response shows valence 3.11 and arousal 4.11.
sub-03::stimulus_1929,This brain response shows valence 5.11 and arousal 5.33.
sub-03::stimulus_1930,This brain response shows valence 5.89 and arousal 4.11.
sub-03::stimulus_1931,This brain response shows valence 3.44 and arousal 4.22.
sub-03::stimulus_1932,This brain response shows valence 6.22 and arousal 4.22.
sub-03::stimulus_1933,This brain response shows valence 1.22 and arousal 4.44.
sub-03::stimulus_1934,This brain response shows valence 1.67 and arousal 5.78.
sub-03::stimulus_1935,This brain response shows valence 8.56 and arousal 5.44.
sub-03::stimulus_1936,This brain response shows valence 7.89 and arousal 5.78.
sub-03::stimulus_1937,This brain response shows valence 7.44 and arousal 7.22.
sub-03::stimulus_1938,This brain response shows valence 7.89 and arousal 5.78.
sub-03::stimulus_1939,This brain response shows valence 5.56 and arousal 6.22.
sub-03::stimulus_1940,This brain response shows valence 2.22 and arousal 5.22.
sub-03::stimulus_1941,This brain response shows valence 6.56 and arousal 6.56.
sub-03::stimulus_1942,This brain response shows valence 8.11 and arousal 6.44.
sub-03::stimulus_1943,This brain response shows valence 3.78 and arousal 5.78.
sub-03::stimulus_1944,This brain response shows valence 6.22 and arousal 5.78.
sub-03::stimulus_1945,This brain response shows valence 6.22 and arousal 6.22.
sub-03::stimulus_1946,This brain response shows valence 3.78 and arousal 3.56.
sub-03::stimulus_1947,This brain response shows valence 3.89 and arousal 5.44.
sub-03::stimulus_1948,This brain response shows valence 5.33 and arousal 5.67.
sub-03::stimulus_1949,This brain response shows valence 5.44 and arousal 5.22.
sub-03::stimulus_1950,This brain response shows valence 5.11 and arousal 4.00.
sub-03::stimulus_1951,This brain response shows valence 2.89 and arousal 4.89.
sub-03::stimulus_1952,This brain response shows valence 5.22 and arousal 3.89.
sub-03::stimulus_1953,This brain response shows valence 6.67 and arousal 6.22.
sub-03::stimulus_1954,This brain response shows valence 4.89 and arousal 4.89.
sub-03::stimulus_1955,This brain response shows valence 2.22 and arousal 5.78.
sub-03::stimulus_1956,This brain response shows valence 1.89 and arousal 3.78.
sub-03::stimulus_1957,This brain response shows valence 7.56 and arousal 7.11.
sub-03::stimulus_1958,This brain response shows valence 4.33 and arousal 5.11.
sub-03::stimulus_1959,This brain response shows valence 2.44 and arousal 5.67.
sub-03::stimulus_1960,This brain response shows valence 1.89 and arousal 6.67.
sub-03::stimulus_1961,This brain response shows valence 7.56 and arousal 6.67.
sub-03::stimulus_1962,This brain response shows valence 6.56 and arousal 4.89.
sub-03::stimulus_1963,This brain response shows valence 6.33 and arousal 5.22.
sub-03::stimulus_1964,This brain response shows valence 4.00 and arousal 6.56.
sub-03::stimulus_1965,This brain response shows valence 7.89 and arousal 6.56.
sub-03::stimulus_1966,This brain response shows valence 8.44 and arousal 5.67.
sub-03::stimulus_1967,This brain response shows valence 4.67 and arousal 5.78.
sub-03::stimulus_1968,This brain response shows valence 7.00 and arousal 5.44.
sub-03::stimulus_1969,This brain response shows valence 6.44 and arousal 6.11.
sub-03::stimulus_1970,This brain response shows valence 6.89 and arousal 5.78.
sub-03::stimulus_1971,This brain response shows valence 6.67 and arousal 7.56.
sub-03::stimulus_1972,This brain response shows valence 4.56 and arousal 5.11.
sub-03::stimulus_1973,This brain response shows valence 3.33 and arousal 4.78.
sub-03::stimulus_1974,This brain response shows valence 6.89 and arousal 7.56.
sub-03::stimulus_1975,This brain response shows valence 7.33 and arousal 7.00.
sub-03::stimulus_1976,This brain response shows valence 6.78 and arousal 6.44.
sub-03::stimulus_1977,This brain response shows valence 3.33 and arousal 5.00.
sub-03::stimulus_1978,This brain response shows valence 7.22 and arousal 5.33.
sub-03::stimulus_1979,This brain response shows valence 3.00 and arousal 6.11.
sub-03::stimulus_1980,This brain response shows valence 7.33 and arousal 7.00.
sub-03::stimulus_1981,This brain response shows valence 7.89 and arousal 6.44.
sub-03::stimulus_1982,This brain response shows valence 6.11 and arousal 5.67.
sub-03::stimulus_1983,This brain response shows valence 5.78 and arousal 6.22.
sub-03::stimulus_1984,This brain response shows valence 5.22 and arousal 4.78.
sub-03::stimulus_1985,This brain response shows valence 2.56 and arousal 6.22.
sub-03::stimulus_1986,This brain response shows valence 6.89 and arousal 4.44.
sub-03::stimulus_1987,This brain response shows valence 2.89 and arousal 5.67.
sub-03::stimulus_1988,This brain response shows valence 6.89 and arousal 3.89.
sub-03::stimulus_1989,This brain response shows valence 7.44 and arousal 5.78.
sub-03::stimulus_1990,This brain response shows valence 2.33 and arousal 5.78.
sub-03::stimulus_1991,This brain response shows valence 1.67 and arousal 5.67.
sub-03::stimulus_1992,This brain response shows valence 7.44 and arousal 6.56.
sub-03::stimulus_1993,This brain response shows valence 7.67 and arousal 6.78.
sub-03::stimulus_1994,This brain response shows valence 5.22 and arousal 4.22.
sub-03::stimulus_1995,This brain response shows valence 6.11 and arousal 5.67.
sub-03::stimulus_1996,This brain response shows valence 4.78 and arousal 5.22.
sub-03::stimulus_1997,This brain response shows valence 5.89 and arousal 5.33.
sub-03::stimulus_1998,This brain response shows valence 6.67 and arousal 6.44.
sub-03::stimulus_1999,This brain response shows valence 2.89 and arousal 6.00.
sub-03::stimulus_2000,This brain response shows valence 7.11 and arousal 5.44.
sub-03::stimulus_2001,This brain response shows valence 8.00 and arousal 5.67.
sub-03::stimulus_2002,This brain response shows valence 6.78 and arousal 4.78.
sub-03::stimulus_2003,This brain response shows valence 4.78 and arousal 6.56.
sub-03::stimulus_2004,This brain response shows valence 1.44 and arousal 3.44.
sub-03::stimulus_2005,This brain response shows valence 5.44 and arousal 4.44.
sub-03::stimulus_2006,This brain response shows valence 3.56 and arousal 6.67.
sub-03::stimulus_2007,This brain response shows valence 6.56 and arousal 5.00.
sub-03::stimulus_2008,This brain response shows valence 2.67 and arousal 5.89.
sub-03::stimulus_2009,This brain response shows valence 3.11 and arousal 5.11.
sub-03::stimulus_2010,This brain response shows valence 2.67 and arousal 5.78.
sub-03::stimulus_2011,This brain response shows valence 2.78 and arousal 5.33.
sub-03::stimulus_2012,This brain response shows valence 2.22 and arousal 6.44.
sub-03::stimulus_2013,This brain response shows valence 7.11 and arousal 5.89.
sub-03::stimulus_2014,This brain response shows valence 3.78 and arousal 5.56.
sub-03::stimulus_2015,This brain response shows valence 5.78 and arousal 6.44.
sub-03::stimulus_2016,This brain response shows valence 3.44 and arousal 4.00.
sub-03::stimulus_2017,This brain response shows valence 5.89 and arousal 6.56.
sub-03::stimulus_2018,This brain response shows valence 2.44 and arousal 3.89.
sub-03::stimulus_2019,This brain response shows valence 2.67 and arousal 4.56.
sub-03::stimulus_2020,This brain response shows valence 2.00 and arousal 3.56.
sub-03::stimulus_2021,This brain response shows valence 5.78 and arousal 7.00.
sub-03::stimulus_2022,This brain response shows valence 3.33 and arousal 5.44.
sub-03::stimulus_2023,This brain response shows valence 6.56 and arousal 5.89.
sub-03::stimulus_2024,This brain response shows valence 2.89 and arousal 3.56.
sub-03::stimulus_2025,This brain response shows valence 5.56 and arousal 6.11.
sub-03::stimulus_2026,This brain response shows valence 6.56 and arousal 5.11.
sub-03::stimulus_2027,This brain response shows valence 5.44 and arousal 5.00.
sub-03::stimulus_2028,This brain response shows valence 5.89 and arousal 5.33.
sub-03::stimulus_2029,This brain response shows valence 6.22 and arousal 6.56.
sub-03::stimulus_2030,This brain response shows valence 7.11 and arousal 7.11.
sub-03::stimulus_2031,This brain response shows valence 6.22 and arousal 6.33.
sub-03::stimulus_2032,This brain response shows valence 6.00 and arousal 6.00.
sub-03::stimulus_2033,This brain response shows valence 6.33 and arousal 7.22.
sub-03::stimulus_2034,This brain response shows valence 7.56 and arousal 7.33.
sub-03::stimulus_2035,This brain response shows valence 5.89 and arousal 6.44.
sub-03::stimulus_2036,This brain response shows valence 4.44 and arousal 5.11.
sub-03::stimulus_2037,This brain response shows valence 5.89 and arousal 6.89.
sub-03::stimulus_2038,This brain response shows valence 4.67 and arousal 5.67.
sub-03::stimulus_2039,This brain response shows valence 5.00 and arousal 5.44.
sub-03::stimulus_2040,This brain response shows valence 7.33 and arousal 6.78.
sub-03::stimulus_2041,This brain response shows valence 5.89 and arousal 5.89.
sub-03::stimulus_2042,This brain response shows valence 4.67 and arousal 5.56.
sub-03::stimulus_2043,This brain response shows valence 6.78 and arousal 6.22.
sub-03::stimulus_2044,This brain response shows valence 7.22 and arousal 5.22.
sub-03::stimulus_2045,This brain response shows valence 6.44 and arousal 6.67.
sub-03::stimulus_2046,This brain response shows valence 4.67 and arousal 6.89.
sub-03::stimulus_2047,This brain response shows valence 1.89 and arousal 6.67.
sub-03::stimulus_2048,This brain response shows valence 2.89 and arousal 5.00.
sub-03::stimulus_2049,This brain response shows valence 2.56 and arousal 6.22.
sub-03::stimulus_2050,This brain response shows valence 4.11 and arousal 5.22.
sub-03::stimulus_2051,This brain response shows valence 3.78 and arousal 5.89.
sub-03::stimulus_2052,This brain response shows valence 4.00 and arousal 6.67.
sub-03::stimulus_2053,This brain response shows valence 5.89 and arousal 7.11.
sub-03::stimulus_2054,This brain response shows valence 3.56 and arousal 6.00.
sub-03::stimulus_2055,This brain response shows valence 3.56 and arousal 4.78.
sub-03::stimulus_2056,This brain response shows valence 6.00 and arousal 5.11.
sub-03::stimulus_2057,This brain response shows valence 6.78 and arousal 6.33.
sub-03::stimulus_2058,This brain response shows valence 2.00 and arousal 5.78.
sub-03::stimulus_2059,This brain response shows valence 7.00 and arousal 5.56.
sub-03::stimulus_2060,This brain response shows valence 5.78 and arousal 5.33.
sub-03::stimulus_2061,This brain response shows valence 7.22 and arousal 5.22.
sub-03::stimulus_2062,This brain response shows valence 2.22 and arousal 4.67.
sub-03::stimulus_2063,This brain response shows valence 6.78 and arousal 6.67.
sub-03::stimulus_2064,This brain response shows valence 4.89 and arousal 4.78.
sub-03::stimulus_2065,This brain response shows valence 6.56 and arousal 7.00.
sub-03::stimulus_2066,This brain response shows valence 3.44 and arousal 5.78.
sub-03::stimulus_2067,This brain response shows valence 3.11 and arousal 6.22.
sub-03::stimulus_2068,This brain response shows valence 3.56 and arousal 6.67.
sub-03::stimulus_2069,This brain response shows valence 2.00 and arousal 6.78.
sub-03::stimulus_2070,This brain response shows valence 6.78 and arousal 5.67.
sub-03::stimulus_2071,This brain response shows valence 7.56 and arousal 5.78.
sub-03::stimulus_2072,This brain response shows valence 6.89 and arousal 5.67.
sub-03::stimulus_2073,This brain response shows valence 5.11 and arousal 7.11.
sub-03::stimulus_2074,This brain response shows valence 5.56 and arousal 5.89.
sub-03::stimulus_2075,This brain response shows valence 5.67 and arousal 6.33.
sub-03::stimulus_2076,This brain response shows valence 5.56 and arousal 5.89.
sub-03::stimulus_2077,This brain response shows valence 8.67 and arousal 6.56.
sub-03::stimulus_2078,This brain response shows valence 6.78 and arousal 6.78.
sub-03::stimulus_2079,This brain response shows valence 5.44 and arousal 4.56.
sub-03::stimulus_2080,This brain response shows valence 2.44 and arousal 6.11.
sub-03::stimulus_2081,This brain response shows valence 2.89 and arousal 5.56.
sub-03::stimulus_2082,This brain response shows valence 7.78 and arousal 5.33.
sub-03::stimulus_2083,This brain response shows valence 6.67 and arousal 5.22.
sub-03::stimulus_2084,This brain response shows valence 4.67 and arousal 6.00.
sub-03::stimulus_2085,This brain response shows valence 7.44 and arousal 7.56.
sub-03::stimulus_2086,This brain response shows valence 3.33 and arousal 5.56.
sub-03::stimulus_2087,This brain response shows valence 6.44 and arousal 5.78.
sub-03::stimulus_2088,This brain response shows valence 6.44 and arousal 6.00.
sub-03::stimulus_2089,This brain response shows valence 6.78 and arousal 6.89.
sub-03::stimulus_2090,This brain response shows valence 3.78 and arousal 5.44.
sub-03::stimulus_2091,This brain response shows valence 2.67 and arousal 7.11.
sub-03::stimulus_2092,This brain response shows valence 7.11 and arousal 6.78.
sub-03::stimulus_2093,This brain response shows valence 5.67 and arousal 5.44.
sub-03::stimulus_2094,This brain response shows valence 4.56 and arousal 5.44.
sub-03::stimulus_2095,This brain response shows valence 7.11 and arousal 5.67.
sub-03::stimulus_2096,This brain response shows valence 7.56 and arousal 4.56.
sub-03::stimulus_2097,This brain response shows valence 5.22 and arousal 6.67.
sub-03::stimulus_2098,This brain response shows valence 6.67 and arousal 6.67.
sub-03::stimulus_2099,This brain response shows valence 6.56 and arousal 6.00.
sub-03::stimulus_2100,This brain response shows valence 6.78 and arousal 6.22.
sub-03::stimulus_2101,This brain response shows valence 5.44 and arousal 5.11.
sub-03::stimulus_2102,This brain response shows valence 7.33 and arousal 6.56.
sub-03::stimulus_2103,This brain response shows valence 4.67 and arousal 6.89.
sub-03::stimulus_2104,This brain response shows valence 4.22 and arousal 3.78.
sub-03::stimulus_2105,This brain response shows valence 5.22 and arousal 6.78.
sub-03::stimulus_2106,This brain response shows valence 2.22 and arousal 5.11.
sub-03::stimulus_2107,This brain response shows valence 6.22 and arousal 4.89.
sub-03::stimulus_2108,This brain response shows valence 5.78 and arousal 7.44.
sub-03::stimulus_2109,This brain response shows valence 2.22 and arousal 5.56.
sub-03::stimulus_2110,This brain response shows valence 7.56 and arousal 7.33.
sub-03::stimulus_2111,This brain response shows valence 2.11 and arousal 5.11.
sub-03::stimulus_2112,This brain response shows valence 6.67 and arousal 5.78.
sub-03::stimulus_2113,This brain response shows valence 7.44 and arousal 6.56.
sub-03::stimulus_2114,This brain response shows valence 7.11 and arousal 5.56.
sub-03::stimulus_2115,This brain response shows valence 2.56 and arousal 6.22.
sub-03::stimulus_2116,This brain response shows valence 2.00 and arousal 5.11.
sub-03::stimulus_2117,This brain response shows valence 7.44 and arousal 5.22.
sub-03::stimulus_2118,This brain response shows valence 7.67 and arousal 5.44.
sub-03::stimulus_2119,This brain response shows valence 4.89 and arousal 4.67.
sub-03::stimulus_2120,This brain response shows valence 3.00 and arousal 7.11.
sub-03::stimulus_2121,This brain response shows valence 2.78 and arousal 6.67.
sub-03::stimulus_2122,This brain response shows valence 1.78 and arousal 6.11.
sub-03::stimulus_2123,This brain response shows valence 1.89 and arousal 5.22.
sub-03::stimulus_2124,This brain response shows valence 2.22 and arousal 6.44.
sub-03::stimulus_2125,This brain response shows valence 4.44 and arousal 5.78.
sub-03::stimulus_2126,This brain response shows valence 3.67 and arousal 4.78.
sub-03::stimulus_2127,This brain response shows valence 5.33 and arousal 4.44.
sub-03::stimulus_2128,This brain response shows valence 5.33 and arousal 4.33.
sub-03::stimulus_2129,This brain response shows valence 5.56 and arousal 4.11.
sub-03::stimulus_2130,This brain response shows valence 3.33 and arousal 5.22.
sub-03::stimulus_2131,This brain response shows valence 7.33 and arousal 3.78.
sub-03::stimulus_2132,This brain response shows valence 5.44 and arousal 5.11.
sub-03::stimulus_2133,This brain response shows valence 4.89 and arousal 5.00.
sub-03::stimulus_2134,This brain response shows valence 6.33 and arousal 4.89.
sub-03::stimulus_2135,This brain response shows valence 3.00 and arousal 5.44.
sub-03::stimulus_2136,This brain response shows valence 3.67 and arousal 4.11.
sub-03::stimulus_2137,This brain response shows valence 8.44 and arousal 7.22.
sub-03::stimulus_2138,This brain response shows valence 8.11 and arousal 7.22.
sub-03::stimulus_2139,This brain response shows valence 1.33 and arousal 5.78.
sub-03::stimulus_2140,This brain response shows valence 7.78 and arousal 6.78.
sub-03::stimulus_2141,This brain response shows valence 3.00 and arousal 4.67.
sub-03::stimulus_2142,This brain response shows valence 3.22 and arousal 5.11.
sub-03::stimulus_2143,This brain response shows valence 6.78 and arousal 6.78.
sub-03::stimulus_2144,This brain response shows valence 2.22 and arousal 5.33.
sub-03::stimulus_2145,This brain response shows valence 5.67 and arousal 5.56.
sub-03::stimulus_2146,This brain response shows valence 8.22 and arousal 6.22.
sub-03::stimulus_2147,This brain response shows valence 1.44 and arousal 5.22.
sub-03::stimulus_2148,This brain response shows valence 4.78 and arousal 6.33.
sub-03::stimulus_2149,This brain response shows valence 7.44 and arousal 6.22.
sub-03::stimulus_2150,This brain response shows valence 7.67 and arousal 5.67.
sub-03::stimulus_2151,This brain response shows valence 4.22 and arousal 5.78.
sub-03::stimulus_2152,This brain response shows valence 1.67 and arousal 5.22.
sub-03::stimulus_2153,This brain response shows valence 1.78 and arousal 6.22.
sub-03::stimulus_2154,This brain response shows valence 6.89 and arousal 5.89.
sub-03::stimulus_2155,This brain response shows valence 3.67 and arousal 4.44.
sub-03::stimulus_2156,This brain response shows valence 3.78 and arousal 5.33.
sub-03::stimulus_2157,This brain response shows valence 2.56 and arousal 5.56.
sub-03::stimulus_2158,This brain response shows valence 8.22 and arousal 6.67.
sub-03::stimulus_2159,This brain response shows valence 2.44 and arousal 5.11.
sub-03::stimulus_2160,This brain response shows valence 5.11 and arousal 5.11.
sub-03::stimulus_2161,This brain response shows valence 3.00 and arousal 7.11.
sub-03::stimulus_2162,This brain response shows valence 3.00 and arousal 6.22.
sub-03::stimulus_2163,This brain response shows valence 7.44 and arousal 4.00.
sub-03::stimulus_2164,This brain response shows valence 4.78 and arousal 6.44.
sub-03::stimulus_2165,This brain response shows valence 4.22 and arousal 4.67.
sub-03::stimulus_2166,This brain response shows valence 6.67 and arousal 5.78.
sub-03::stimulus_2167,This brain response shows valence 5.89 and arousal 6.33.
sub-03::stimulus_2168,This brain response shows valence 2.67 and arousal 5.89.
sub-03::stimulus_2169,This brain response shows valence 1.78 and arousal 3.89.
sub-03::stimulus_2170,This brain response shows valence 6.67 and arousal 6.56.
sub-03::stimulus_2171,This brain response shows valence 6.22 and arousal 4.89.
sub-03::stimulus_2172,This brain response shows valence 5.00 and arousal 3.89.
sub-03::stimulus_2173,This brain response shows valence 7.11 and arousal 5.67.
sub-03::stimulus_2174,This brain response shows valence 2.44 and arousal 4.78.
sub-03::stimulus_2175,This brain response shows valence 6.33 and arousal 5.44.
sub-03::stimulus_2176,This brain response shows valence 5.89 and arousal 5.33.
sub-03::stimulus_2177,This brain response shows valence 2.00 and arousal 4.89.
sub-03::stimulus_2178,This brain response shows valence 3.67 and arousal 6.22.
