stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile
1111,1112,stimulus_1112,8.3333,7.0,3,3
1112,1113,stimulus_1113,8.4444,5.8889,3,2
1113,1114,stimulus_1114,2.7778,6.8889,0,3
1114,1115,stimulus_1115,3.0,6.8889,0,3
1115,1116,stimulus_1116,5.8889,5.8889,2,2
1116,1117,stimulus_1117,2.8889,3.8889,0,0
1117,1118,stimulus_1118,2.8889,4.8889,0,0
1118,1119,stimulus_1119,2.6667,6.2222,0,2
1119,1120,stimulus_1120,6.7778,6.6667,3,3
1120,1121,stimulus_1121,6.5556,7.5556,2,3
1121,1122,stimulus_1122,2.2222,5.3333,0,1
1122,1123,stimulus_1123,1.3333,4.0,0,0
1123,1124,stimulus_1124,7.4444,6.7778,3,3
1124,1125,stimulus_1125,6.4444,6.1111,2,2
1125,1126,stimulus_1126,1.5556,5.3333,0,1
1126,1127,stimulus_1127,8.3333,5.5556,3,1
1127,1128,stimulus_1128,6.5556,6.3333,2,2
1128,1129,stimulus_1129,5.4444,5.4444,1,1
1129,1130,stimulus_1130,6.7778,5.2222,3,1
1130,1131,stimulus_1131,7.2222,6.6667,3,3
1131,1132,stimulus_1132,5.4444,5.7778,1,1
1132,1133,stimulus_1133,7.6667,6.8889,3,3
1133,1134,stimulus_1134,4.6667,6.2222,1,2
1134,1135,stimulus_1135,3.5556,5.7778,0,1
1135,1136,stimulus_1136,2.8889,5.5556,0,1
1136,1137,stimulus_1137,2.3333,5.1111,0,0
1137,1138,stimulus_1138,5.0,5.1111,1,0
1138,1139,stimulus_1139,4.7778,5.8889,1,2
1139,1140,stimulus_1140,3.8889,6.2222,1,2
1140,1141,stimulus_1141,6.1111,6.7778,2,3
1141,1142,stimulus_1142,4.0,5.2222,1,1
1142,1143,stimulus_1143,5.4444,6.5556,1,3
1143,1144,stimulus_1144,4.1111,7.2222,1,3
1144,1145,stimulus_1145,7.0,6.4444,3,3
1145,1146,stimulus_1146,6.8889,6.3333,3,2
1146,1147,stimulus_1147,4.2222,5.6667,1,1
1147,1148,stimulus_1148,6.0,6.1111,2,2
1148,1149,stimulus_1149,3.8889,6.7778,1,3
1149,1150,stimulus_1150,4.4444,6.4444,1,3
1150,1151,stimulus_1151,7.0,6.6667,3,3
1151,1152,stimulus_1152,7.1111,7.3333,3,3
1152,1153,stimulus_1153,7.0,6.8889,3,3
1153,1154,stimulus_1154,7.2222,5.4444,3,1
1154,1155,stimulus_1155,5.2222,6.0,1,2
1155,1156,stimulus_1156,4.2222,5.4444,1,1
1156,1157,stimulus_1157,7.8889,4.2222,3,0
1157,1158,stimulus_1158,7.4444,5.7778,3,1
1158,1159,stimulus_1159,7.7778,6.7778,3,3
1159,1160,stimulus_1160,2.3333,7.3333,0,3
1160,1161,stimulus_1161,4.6667,4.6667,1,0
1161,1162,stimulus_1162,6.4444,5.6667,2,1
1162,1163,stimulus_1163,7.3333,7.4444,3,3
1163,1164,stimulus_1164,2.5556,4.1111,0,0
1164,1165,stimulus_1165,2.3333,6.4444,0,3
1165,1166,stimulus_1166,6.0,5.5556,2,1
1166,1167,stimulus_1167,6.5556,6.4444,2,3
1167,1168,stimulus_1168,7.7778,7.4444,3,3
1168,1169,stimulus_1169,4.0,6.3333,1,2
1169,1170,stimulus_1170,1.4444,4.3333,0,0
1170,1171,stimulus_1171,5.5556,5.1111,1,0
1171,1172,stimulus_1172,2.8889,6.7778,0,3
1172,1173,stimulus_1173,7.7778,7.4444,3,3
1173,1174,stimulus_1174,1.2222,5.7778,0,1
1174,1175,stimulus_1175,6.7778,7.0,3,3
1175,1176,stimulus_1176,3.4444,4.5556,0,0
1176,1177,stimulus_1177,2.7778,2.0,0,0
1177,1178,stimulus_1178,6.2222,5.1111,2,0
1178,1179,stimulus_1179,7.1111,6.8889,3,3
1179,1180,stimulus_1180,7.4444,5.7778,3,1
1180,1181,stimulus_1181,3.1111,6.1111,0,2
1181,1182,stimulus_1182,3.5556,3.4444,0,0
1182,1183,stimulus_1183,1.8889,5.8889,0,2
1183,1184,stimulus_1184,1.4444,4.7778,0,0
1184,1185,stimulus_1185,2.2222,5.4444,0,1
1185,1186,stimulus_1186,4.4444,7.6667,1,3
1186,1187,stimulus_1187,7.8889,6.0,3,2
1187,1188,stimulus_1188,7.5556,6.2222,3,2
1188,1189,stimulus_1189,1.7778,6.2222,0,2
1189,1190,stimulus_1190,2.1111,4.8889,0,0
1190,1191,stimulus_1191,6.7778,6.4444,3,3
1191,1192,stimulus_1192,6.3333,6.1111,2,2
1192,1193,stimulus_1193,7.5556,6.0,3,2
1193,1194,stimulus_1194,1.3333,6.0,0,2
1194,1195,stimulus_1195,5.7778,7.2222,2,3
1195,1196,stimulus_1196,3.0,5.6667,0,1
1196,1197,stimulus_1197,3.7778,7.3333,1,3
1197,1198,stimulus_1198,6.0,7.3333,2,3
1198,1199,stimulus_1199,1.1111,6.3333,0,2
1199,1200,stimulus_1200,6.4444,6.2222,2,2
1200,1201,stimulus_1201,5.4444,5.1111,1,0
1201,1202,stimulus_1202,2.8889,5.6667,0,1
1202,1203,stimulus_1203,2.4444,5.4444,0,1
1203,1204,stimulus_1204,3.0,5.2222,0,1
1204,1205,stimulus_1205,7.2222,6.5556,3,3
1205,1206,stimulus_1206,5.3333,5.3333,1,1
1206,1207,stimulus_1207,8.2222,6.2222,3,2
1207,1208,stimulus_1208,2.6667,4.6667,0,0
1208,1209,stimulus_1209,7.4444,4.7778,3,0
1209,1210,stimulus_1210,7.0,6.0,3,2
1210,1211,stimulus_1211,5.7778,4.8889,2,0
1211,1212,stimulus_1212,2.7778,6.4444,0,3
1212,1213,stimulus_1213,7.3333,6.5556,3,3
1213,1214,stimulus_1214,2.8889,7.0,0,3
1214,1215,stimulus_1215,5.7778,5.6667,2,1
1215,1216,stimulus_1216,7.1111,4.8889,3,0
1216,1217,stimulus_1217,2.1111,6.1111,0,2
1217,1218,stimulus_1218,6.3333,6.6667,2,3
1218,1219,stimulus_1219,3.7778,6.4444,1,3
1219,1220,stimulus_1220,5.0,5.0,1,0
1220,1221,stimulus_1221,2.0,6.3333,0,2
1221,1222,stimulus_1222,2.2222,5.3333,0,1
1222,1223,stimulus_1223,6.0,5.1111,2,0
1223,1224,stimulus_1224,2.2222,6.2222,0,2
1224,1225,stimulus_1225,4.3333,5.5556,1,1
1225,1226,stimulus_1226,2.2222,6.5556,0,3
1226,1227,stimulus_1227,3.1111,6.5556,0,3
1227,1228,stimulus_1228,6.3333,6.0,2,2
1228,1229,stimulus_1229,3.4444,6.2222,0,2
1229,1230,stimulus_1230,6.3333,4.3333,2,0
1230,1231,stimulus_1231,3.4444,7.4444,0,3
1231,1232,stimulus_1232,8.3333,4.7778,3,0
1232,1233,stimulus_1233,4.5556,5.3333,1,1
1233,1234,stimulus_1234,3.6667,7.4444,1,3
1234,1235,stimulus_1235,3.0,7.4444,0,3
1235,1236,stimulus_1236,7.8889,5.7778,3,1
1236,1237,stimulus_1237,2.6667,7.3333,0,3
1237,1238,stimulus_1238,6.4444,5.2222,2,1
1238,1239,stimulus_1239,5.6667,6.4444,2,3
1239,1240,stimulus_1240,7.0,5.6667,3,1
1240,1241,stimulus_1241,6.2222,7.1111,2,3
1241,1242,stimulus_1242,7.2222,6.4444,3,3
1242,1243,stimulus_1243,7.0,7.0,3,3
1243,1244,stimulus_1244,4.7778,6.8889,1,3
1244,1245,stimulus_1245,7.6667,6.5556,3,3
1245,1246,stimulus_1246,8.1111,6.4444,3,3
1246,1247,stimulus_1247,6.6667,7.0,2,3
1247,1248,stimulus_1248,8.1111,7.8889,3,3
1248,1249,stimulus_1249,5.5556,5.4444,1,1
1249,1250,stimulus_1250,4.6667,6.0,1,2
1250,1251,stimulus_1251,5.0,5.3333,1,1
1251,1252,stimulus_1252,6.7778,7.1111,3,3
1252,1253,stimulus_1253,7.0,6.8889,3,3
1253,1254,stimulus_1254,4.0,4.0,1,0
1254,1255,stimulus_1255,6.8889,6.3333,3,2
1255,1256,stimulus_1256,5.7778,4.7778,2,0
1256,1257,stimulus_1257,6.4444,6.6667,2,3
1257,1258,stimulus_1258,4.1111,6.6667,1,3
1258,1259,stimulus_1259,2.1111,5.7778,0,1
1259,1260,stimulus_1260,2.6667,6.7778,0,3
1260,1261,stimulus_1261,4.7778,6.0,1,2
1261,1262,stimulus_1262,4.2222,3.7778,1,0
1262,1263,stimulus_1263,8.4444,6.3333,3,2
1263,1264,stimulus_1264,3.7778,6.3333,1,2
1264,1265,stimulus_1265,4.2222,5.6667,1,1
1265,1266,stimulus_1266,3.6667,5.3333,1,1
1266,1267,stimulus_1267,8.1111,5.4444,3,1
1267,1268,stimulus_1268,2.0,6.2222,0,2
1268,1269,stimulus_1269,7.8889,6.4444,3,3
1269,1270,stimulus_1270,7.8889,5.7778,3,1
1270,1271,stimulus_1271,1.1111,7.2222,0,3
1271,1272,stimulus_1272,7.8889,5.5556,3,1
1272,1273,stimulus_1273,7.2222,6.0,3,2
1273,1274,stimulus_1274,5.4444,6.2222,1,2
1274,1275,stimulus_1275,1.7778,3.7778,0,0
1275,1276,stimulus_1276,2.0,6.5556,0,3
1276,1277,stimulus_1277,4.4444,6.1111,1,2
1277,1278,stimulus_1278,6.5556,6.0,2,2
1278,1279,stimulus_1279,2.0,5.7778,0,1
1279,1280,stimulus_1280,5.1111,5.6667,1,1
1280,1281,stimulus_1281,5.1111,6.6667,1,3
1281,1282,stimulus_1282,7.4444,5.8889,3,2
1282,1283,stimulus_1283,2.8889,6.1111,0,2
1283,1284,stimulus_1284,3.6667,5.5556,1,1
1284,1285,stimulus_1285,6.6667,7.0,2,3
1285,1286,stimulus_1286,1.6667,5.4444,0,1
1286,1287,stimulus_1287,6.0,5.7778,2,1
1287,1288,stimulus_1288,5.4444,5.4444,1,1
1288,1289,stimulus_1289,6.8889,5.2222,3,1
1289,1290,stimulus_1290,8.0,7.2222,3,3
1290,1291,stimulus_1291,7.0,6.3333,3,2
1291,1292,stimulus_1292,1.6667,5.7778,0,1
1292,1293,stimulus_1293,6.2222,6.3333,2,2
1293,1294,stimulus_1294,3.1111,6.1111,0,2
1294,1295,stimulus_1295,7.1111,5.3333,3,1
1295,1296,stimulus_1296,6.6667,6.6667,2,3
1296,1297,stimulus_1297,4.1111,5.6667,1,1
1297,1298,stimulus_1298,2.0,4.8889,0,0
1298,1299,stimulus_1299,5.3333,5.6667,1,1
1299,1300,stimulus_1300,8.0,4.5556,3,0
1300,1301,stimulus_1301,5.0,5.4444,1,1
1301,1302,stimulus_1302,3.2222,2.8889,0,0
1302,1303,stimulus_1303,1.7778,4.2222,0,0
1303,1304,stimulus_1304,3.5556,4.8889,0,0
1304,1305,stimulus_1305,4.5556,4.5556,1,0
1305,1306,stimulus_1306,5.1111,4.8889,1,0
1306,1307,stimulus_1307,4.3333,5.8889,1,2
1307,1308,stimulus_1308,6.7778,6.4444,3,3
1308,1309,stimulus_1309,2.0,3.5556,0,0
1309,1310,stimulus_1310,1.7778,6.3333,0,2
1310,1311,stimulus_1311,7.7778,6.4444,3,3
1311,1312,stimulus_1312,6.7778,5.6667,3,1
1312,1313,stimulus_1313,2.6667,6.8889,0,3
1313,1314,stimulus_1314,5.5556,6.6667,1,3
1314,1315,stimulus_1315,6.1111,5.3333,2,1
1315,1316,stimulus_1316,6.5556,7.0,2,3
1316,1317,stimulus_1317,3.6667,5.2222,1,1
1317,1318,stimulus_1318,2.7778,7.0,0,3
1318,1319,stimulus_1319,6.6667,5.5556,2,1
1319,1320,stimulus_1320,4.0,6.0,1,2
1320,1321,stimulus_1321,5.8889,5.4444,2,1
1321,1322,stimulus_1322,5.3333,7.2222,1,3
1322,1323,stimulus_1323,2.0,6.7778,0,3
1323,1324,stimulus_1324,6.2222,6.8889,2,3
1324,1325,stimulus_1325,6.6667,6.8889,2,3
1325,1326,stimulus_1326,7.0,7.3333,3,3
1326,1327,stimulus_1327,7.0,5.2222,3,1
1327,1328,stimulus_1328,6.7778,6.3333,3,2
1328,1329,stimulus_1329,3.6667,5.6667,1,1
1329,1330,stimulus_1330,6.1111,5.8889,2,2
1330,1331,stimulus_1331,6.2222,5.7778,2,1
1331,1332,stimulus_1332,6.0,6.0,2,2
1332,1333,stimulus_1333,7.4444,6.3333,3,2
1333,1334,stimulus_1334,5.4444,4.7778,1,0
1334,1335,stimulus_1335,4.5556,5.0,1,0
1335,1336,stimulus_1336,6.2222,5.6667,2,1
1336,1337,stimulus_1337,7.6667,6.7778,3,3
1337,1338,stimulus_1338,5.5556,6.2222,1,2
1338,1339,stimulus_1339,1.0,5.4444,0,1
1339,1340,stimulus_1340,6.5556,5.7778,2,1
1340,1341,stimulus_1341,6.1111,6.3333,2,2
1341,1342,stimulus_1342,4.0,5.4444,1,1
1342,1343,stimulus_1343,5.7778,6.0,2,2
1343,1344,stimulus_1344,6.6667,5.0,2,0
1344,1345,stimulus_1345,6.1111,7.2222,2,3
1345,1346,stimulus_1346,6.5556,5.8889,2,2
1346,1347,stimulus_1347,5.5556,6.2222,1,2
1347,1348,stimulus_1348,5.0,5.6667,1,1
1348,1349,stimulus_1349,7.6667,6.6667,3,3
1349,1350,stimulus_1350,3.3333,4.4444,0,0
1350,1351,stimulus_1351,2.7778,3.7778,0,0
1351,1352,stimulus_1352,6.4444,7.0,2,3
1352,1353,stimulus_1353,8.2222,6.3333,3,2
1353,1354,stimulus_1354,6.8889,6.1111,3,2
1354,1355,stimulus_1355,2.5556,2.7778,0,0
1355,1356,stimulus_1356,5.8889,5.7778,2,1
1356,1357,stimulus_1357,6.8889,5.0,3,0
1357,1358,stimulus_1358,6.6667,5.8889,2,2
1358,1359,stimulus_1359,4.3333,4.6667,1,0
1359,1360,stimulus_1360,7.4444,4.5556,3,0
1360,1361,stimulus_1361,3.3333,6.6667,0,3
1361,1362,stimulus_1362,1.7778,6.8889,0,3
1362,1363,stimulus_1363,7.4444,5.4444,3,1
1363,1364,stimulus_1364,4.5556,7.2222,1,3
1364,1365,stimulus_1365,6.8889,7.0,3,3
1365,1366,stimulus_1366,5.7778,3.6667,2,0
1366,1367,stimulus_1367,7.0,6.0,3,2
1367,1368,stimulus_1368,7.2222,4.5556,3,0
1368,1369,stimulus_1369,6.6667,4.3333,2,0
1369,1370,stimulus_1370,7.7778,7.0,3,3
1370,1371,stimulus_1371,6.3333,5.0,2,0
1371,1372,stimulus_1372,6.7778,3.2222,3,0
1372,1373,stimulus_1373,2.1111,7.0,0,3
1373,1374,stimulus_1374,4.2222,6.5556,1,3
1374,1375,stimulus_1375,2.4444,7.5556,0,3
1375,1376,stimulus_1376,5.2222,6.5556,1,3
1376,1377,stimulus_1377,7.5556,7.6667,3,3
1377,1378,stimulus_1378,7.8889,5.0,3,0
1378,1379,stimulus_1379,7.7778,4.7778,3,0
1379,1380,stimulus_1380,7.2222,5.2222,3,1
1380,1381,stimulus_1381,7.4444,5.6667,3,1
1381,1382,stimulus_1382,4.8889,5.4444,1,1
1382,1383,stimulus_1383,7.3333,5.5556,3,1
1383,1384,stimulus_1384,4.1111,5.4444,1,1
1384,1385,stimulus_1385,6.2222,7.2222,2,3
1385,1386,stimulus_1386,5.2222,5.6667,1,1
1386,1387,stimulus_1387,7.0,6.6667,3,3
1387,1388,stimulus_1388,4.8889,5.6667,1,1
1388,1389,stimulus_1389,5.7778,5.4444,2,1
1389,1390,stimulus_1390,4.0,5.3333,1,1
1390,1391,stimulus_1391,5.4444,5.8889,1,2
1391,1392,stimulus_1392,4.4444,6.1111,1,2
1392,1393,stimulus_1393,5.0,6.1111,1,2
1393,1394,stimulus_1394,7.2222,7.5556,3,3
1394,1395,stimulus_1395,4.7778,5.8889,1,2
1395,1396,stimulus_1396,6.3333,5.0,2,0
1396,1397,stimulus_1397,4.5556,4.8889,1,0
1397,1398,stimulus_1398,6.4444,5.3333,2,1
1398,1399,stimulus_1399,6.7778,6.7778,3,3
1399,1400,stimulus_1400,6.0,6.6667,2,3
1400,1401,stimulus_1401,4.2222,6.0,1,2
1401,1402,stimulus_1402,6.1111,5.7778,2,1
1402,1403,stimulus_1403,3.4444,4.4444,0,0
1403,1404,stimulus_1404,4.4444,3.7778,1,0
1404,1405,stimulus_1405,8.1111,6.0,3,2
1405,1406,stimulus_1406,1.3333,6.5556,0,3
1406,1407,stimulus_1407,7.3333,4.6667,3,0
1407,1408,stimulus_1408,7.5556,5.1111,3,0
1408,1409,stimulus_1409,7.2222,5.1111,3,0
1409,1410,stimulus_1410,7.5556,6.4444,3,3
1410,1411,stimulus_1411,7.2222,6.1111,3,2
1411,1412,stimulus_1412,6.6667,5.4444,2,1
1412,1413,stimulus_1413,5.6667,5.6667,2,1
1413,1414,stimulus_1414,2.0,5.4444,0,1
1414,1415,stimulus_1415,6.8889,5.4444,3,1
1415,1416,stimulus_1416,8.1111,6.2222,3,2
1416,1417,stimulus_1417,8.0,5.0,3,0
1417,1418,stimulus_1418,8.2222,4.5556,3,0
1418,1419,stimulus_1419,2.5556,6.0,0,2
1419,1420,stimulus_1420,5.3333,5.1111,1,0
1420,1421,stimulus_1421,7.7778,5.7778,3,1
1421,1422,stimulus_1422,3.2222,6.6667,0,3
1422,1423,stimulus_1423,1.1111,5.0,0,0
1423,1424,stimulus_1424,6.3333,6.2222,2,2
1424,1425,stimulus_1425,2.8889,3.7778,0,0
1425,1426,stimulus_1426,6.5556,6.4444,2,3
1426,1427,stimulus_1427,7.3333,4.6667,3,0
1427,1428,stimulus_1428,6.2222,5.2222,2,1
1428,1429,stimulus_1429,8.1111,5.3333,3,1
1429,1430,stimulus_1430,5.8889,7.0,2,3
1430,1431,stimulus_1431,6.1111,6.8889,2,3
1431,1432,stimulus_1432,6.6667,6.6667,2,3
1432,1433,stimulus_1433,5.8889,5.4444,2,1
1433,1434,stimulus_1434,2.2222,6.3333,0,2
1434,1435,stimulus_1435,6.1111,5.2222,2,1
1435,1436,stimulus_1436,7.0,6.5556,3,3
1436,1437,stimulus_1437,6.2222,5.6667,2,1
1437,1438,stimulus_1438,5.5556,6.4444,1,3
1438,1439,stimulus_1439,7.7778,7.3333,3,3
1439,1440,stimulus_1440,5.0,6.4444,1,3
1440,1441,stimulus_1441,1.6667,6.2222,0,2
1441,1442,stimulus_1442,1.8889,6.6667,0,3
1442,1443,stimulus_1443,3.2222,6.0,0,2
1443,1444,stimulus_1444,7.6667,5.1111,3,0
1444,1445,stimulus_1445,6.7778,6.6667,3,3
1445,1446,stimulus_1446,6.2222,5.2222,2,1
1446,1447,stimulus_1447,6.7778,6.7778,3,3
1447,1448,stimulus_1448,4.8889,5.7778,1,1
1448,1449,stimulus_1449,6.7778,5.6667,3,1
1449,1450,stimulus_1450,3.4444,6.3333,0,2
1450,1451,stimulus_1451,5.8889,6.0,2,2
1451,1452,stimulus_1452,7.5556,5.7778,3,1
1452,1453,stimulus_1453,7.4444,6.1111,3,2
1453,1454,stimulus_1454,5.2222,6.5556,1,3
1454,1455,stimulus_1455,5.6667,5.3333,2,1
1455,1456,stimulus_1456,6.6667,6.1111,2,2
1456,1457,stimulus_1457,3.2222,5.0,0,0
1457,1458,stimulus_1458,6.2222,5.5556,2,1
1458,1459,stimulus_1459,5.6667,5.4444,2,1
1459,1460,stimulus_1460,6.7778,6.2222,3,2
1460,1461,stimulus_1461,4.6667,6.5556,1,3
1461,1462,stimulus_1462,5.4444,5.6667,1,1
1462,1463,stimulus_1463,7.1111,6.4444,3,3
1463,1464,stimulus_1464,1.3333,5.6667,0,1
1464,1465,stimulus_1465,6.4444,5.2222,2,1
1465,1466,stimulus_1466,3.1111,4.7778,0,0
1466,1467,stimulus_1467,4.7778,3.8889,1,0
1467,1468,stimulus_1468,5.5556,4.5556,1,0
1468,1469,stimulus_1469,5.0,5.3333,1,1
1469,1470,stimulus_1470,4.7778,4.1111,1,0
1470,1471,stimulus_1471,2.1111,4.8889,0,0
1471,1472,stimulus_1472,5.4444,6.1111,1,2
1472,1473,stimulus_1473,3.0,5.0,0,0
1473,1474,stimulus_1474,5.2222,5.1111,1,0
1474,1475,stimulus_1475,1.6667,4.6667,0,0
1475,1476,stimulus_1476,6.2222,5.7778,2,1
1476,1477,stimulus_1477,6.1111,6.5556,2,3
1477,1478,stimulus_1478,1.8889,6.3333,0,2
1478,1479,stimulus_1479,5.1111,4.8889,1,0
1479,1480,stimulus_1480,5.2222,5.2222,1,1
1480,1481,stimulus_1481,7.5556,5.5556,3,1
1481,1482,stimulus_1482,6.4444,7.3333,2,3
1482,1483,stimulus_1483,7.1111,5.1111,3,0
1483,1484,stimulus_1484,4.6667,5.1111,1,0
1484,1485,stimulus_1485,2.7778,5.4444,0,1
1485,1486,stimulus_1486,4.7778,5.7778,1,1
1486,1487,stimulus_1487,2.0,6.7778,0,3
1487,1488,stimulus_1488,6.7778,4.4444,3,0
1488,1489,stimulus_1489,7.7778,4.6667,3,0
1489,1490,stimulus_1490,6.1111,7.1111,2,3
1490,1491,stimulus_1491,5.6667,6.3333,2,2
1491,1492,stimulus_1492,3.4444,6.8889,0,3
1492,1493,stimulus_1493,6.7778,4.7778,3,0
1493,1494,stimulus_1494,7.2222,4.7778,3,0
1494,1495,stimulus_1495,7.3333,6.4444,3,3
1495,1496,stimulus_1496,6.0,7.7778,2,3
1496,1497,stimulus_1497,7.0,6.3333,3,2
1497,1498,stimulus_1498,7.4444,5.2222,3,1
1498,1499,stimulus_1499,6.5556,5.5556,2,1
1499,1500,stimulus_1500,7.4444,6.0,3,2
1500,1501,stimulus_1501,8.1111,7.3333,3,3
1501,1502,stimulus_1502,7.2222,7.1111,3,3
1502,1503,stimulus_1503,8.0,6.8889,3,3
1503,1504,stimulus_1504,5.8889,4.6667,2,0
1504,1505,stimulus_1505,8.1111,5.7778,3,1
1505,1506,stimulus_1506,6.6667,4.5556,2,0
1506,1507,stimulus_1507,3.2222,4.7778,0,0
1507,1508,stimulus_1508,7.2222,4.7778,3,0
1508,1509,stimulus_1509,7.1111,6.3333,3,2
1509,1510,stimulus_1510,7.4444,6.1111,3,2
1510,1511,stimulus_1511,2.4444,6.8889,0,3
1511,1512,stimulus_1512,7.6667,5.3333,3,1
1512,1513,stimulus_1513,3.6667,6.2222,1,2
1513,1514,stimulus_1514,3.0,5.8889,0,2
1514,1515,stimulus_1515,6.1111,6.8889,2,3
1515,1516,stimulus_1516,7.0,6.5556,3,3
1516,1517,stimulus_1517,4.5556,6.8889,1,3
1517,1518,stimulus_1518,3.5556,6.2222,0,2
1518,1519,stimulus_1519,2.5556,4.7778,0,0
1519,1520,stimulus_1520,6.8889,6.1111,3,2
1520,1521,stimulus_1521,6.4444,5.6667,2,1
1521,1522,stimulus_1522,4.2222,6.2222,1,2
1522,1523,stimulus_1523,6.4444,6.0,2,2
1523,1524,stimulus_1524,7.5556,5.7778,3,1
1524,1525,stimulus_1525,5.8889,5.1111,2,0
1525,1526,stimulus_1526,6.5556,6.2222,2,2
1526,1527,stimulus_1527,6.2222,7.3333,2,3
1527,1528,stimulus_1528,4.7778,5.0,1,0
1528,1529,stimulus_1529,4.6667,6.2222,1,2
1529,1530,stimulus_1530,4.6667,6.3333,1,2
1530,1531,stimulus_1531,6.3333,6.1111,2,2
1531,1532,stimulus_1532,2.5556,3.3333,0,0
1532,1533,stimulus_1533,6.5556,5.4444,2,1
1533,1534,stimulus_1534,4.6667,5.7778,1,1
1534,1535,stimulus_1535,6.3333,6.5556,2,3
1535,1536,stimulus_1536,6.3333,7.0,2,3
1536,1537,stimulus_1537,6.3333,7.2222,2,3
1537,1538,stimulus_1538,6.4444,6.4444,2,3
1538,1539,stimulus_1539,7.6667,7.6667,3,3
1539,1540,stimulus_1540,7.6667,5.5556,3,1
1540,1541,stimulus_1541,1.4444,4.5556,0,0
1541,1542,stimulus_1542,6.6667,6.3333,2,2
1542,1543,stimulus_1543,4.8889,6.6667,1,3
1543,1544,stimulus_1544,4.1111,5.6667,1,1
1544,1545,stimulus_1545,5.1111,6.3333,1,2
1545,1546,stimulus_1546,6.0,6.7778,2,3
1546,1547,stimulus_1547,7.1111,5.2222,3,1
1547,1548,stimulus_1548,6.7778,5.5556,3,1
1548,1549,stimulus_1549,5.3333,6.2222,1,2
1549,1550,stimulus_1550,2.5556,6.0,0,2
1550,1551,stimulus_1551,6.5556,7.0,2,3
1551,1552,stimulus_1552,4.3333,6.4444,1,3
1552,1553,stimulus_1553,5.3333,6.6667,1,3
1553,1554,stimulus_1554,5.5556,6.5556,1,3
1554,1555,stimulus_1555,6.5556,4.8889,2,0
1555,1556,stimulus_1556,1.1111,5.3333,0,1
1556,1557,stimulus_1557,6.4444,7.1111,2,3
1557,1558,stimulus_1558,7.4444,6.3333,3,2
1558,1559,stimulus_1559,6.1111,6.1111,2,2
1559,1560,stimulus_1560,5.7778,7.0,2,3
1560,1561,stimulus_1561,4.0,4.6667,1,0
1561,1562,stimulus_1562,1.0,6.4444,0,3
1562,1563,stimulus_1563,5.7778,5.5556,2,1
1563,1564,stimulus_1564,7.3333,6.5556,3,3
1564,1565,stimulus_1565,2.6667,4.1111,0,0
1565,1566,stimulus_1566,5.3333,5.3333,1,1
1566,1567,stimulus_1567,5.3333,5.2222,1,1
1567,1568,stimulus_1568,6.8889,6.4444,3,3
1568,1569,stimulus_1569,8.5556,6.6667,3,3
1569,1570,stimulus_1570,6.7778,7.4444,3,3
1570,1571,stimulus_1571,6.8889,6.8889,3,3
1571,1572,stimulus_1572,8.8889,6.2222,3,2
1572,1573,stimulus_1573,6.3333,6.5556,2,3
1573,1574,stimulus_1574,5.1111,4.7778,1,0
1574,1575,stimulus_1575,4.4444,6.4444,1,3
1575,1576,stimulus_1576,3.3333,7.1111,0,3
1576,1577,stimulus_1577,5.8889,7.2222,2,3
1577,1578,stimulus_1578,4.7778,5.6667,1,1
1578,1579,stimulus_1579,6.1111,5.6667,2,1
1579,1580,stimulus_1580,6.4444,5.4444,2,1
1580,1581,stimulus_1581,6.1111,6.0,2,2
1581,1582,stimulus_1582,6.7778,7.0,3,3
1582,1583,stimulus_1583,6.6667,7.3333,2,3
1583,1584,stimulus_1584,7.7778,7.3333,3,3
1584,1585,stimulus_1585,3.2222,5.4444,0,1
1585,1586,stimulus_1586,6.4444,5.7778,2,1
1586,1587,stimulus_1587,2.2222,5.3333,0,1
1587,1588,stimulus_1588,5.6667,5.6667,2,1
1588,1589,stimulus_1589,3.2222,5.6667,0,1
1589,1590,stimulus_1590,2.3333,6.5556,0,3
1590,1591,stimulus_1591,2.1111,3.3333,0,0
1591,1592,stimulus_1592,7.3333,5.1111,3,0
1592,1593,stimulus_1593,4.2222,6.0,1,2
1593,1594,stimulus_1594,7.2222,6.4444,3,3
1594,1595,stimulus_1595,4.3333,6.4444,1,3
1595,1596,stimulus_1596,2.4444,5.6667,0,1
1596,1597,stimulus_1597,6.4444,4.7778,2,0
1597,1598,stimulus_1598,1.7778,7.0,0,3
1598,1599,stimulus_1599,3.6667,6.7778,1,3
1599,1600,stimulus_1600,4.1111,5.2222,1,1
1600,1601,stimulus_1601,2.7778,6.2222,0,2
1601,1602,stimulus_1602,6.3333,5.2222,2,1
1602,1603,stimulus_1603,7.3333,5.6667,3,1
1603,1604,stimulus_1604,5.7778,4.6667,2,0
1604,1605,stimulus_1605,2.8889,5.4444,0,1
1605,1606,stimulus_1606,6.2222,5.6667,2,1
1606,1607,stimulus_1607,5.4444,5.4444,1,1
1607,1608,stimulus_1608,8.0,6.5556,3,3
1608,1609,stimulus_1609,5.2222,5.4444,1,1
1609,1610,stimulus_1610,6.5556,6.4444,2,3
1610,1611,stimulus_1611,3.5556,5.0,0,0
1611,1612,stimulus_1612,6.0,5.7778,2,1
1612,1613,stimulus_1613,3.1111,5.5556,0,1
