stim_idx,stimulus_num,stimulus_name,valence_score,arousal_score,v_quartile,a_quartile,v_label
1925,1926,stimulus_1926,3.0,5.6667,0,1,0
1927,1928,stimulus_1928,3.1111,4.1111,0,0,0
1930,1931,stimulus_1931,3.4444,4.2222,0,0,0
1932,1933,stimulus_1933,1.2222,4.4444,0,0,0
1933,1934,stimulus_1934,1.6667,5.7778,0,1,0
1934,1935,stimulus_1935,8.5556,5.4444,3,1,1
1935,1936,stimulus_1936,7.8889,5.7778,3,1,1
1936,1937,stimulus_1937,7.4444,7.2222,3,3,1
1937,1938,stimulus_1938,7.8889,5.7778,3,1,1
1939,1940,stimulus_1940,2.2222,5.2222,0,1,0
1941,1942,stimulus_1942,8.1111,6.4444,3,3,1
1950,1951,stimulus_1951,2.8889,4.8889,0,0,0
1954,1955,stimulus_1955,2.2222,5.7778,0,1,0
1955,1956,stimulus_1956,1.8889,3.7778,0,0,0
1956,1957,stimulus_1957,7.5556,7.1111,3,3,1
1958,1959,stimulus_1959,2.4444,5.6667,0,1,0
1959,1960,stimulus_1960,1.8889,6.6667,0,3,0
1960,1961,stimulus_1961,7.5556,6.6667,3,3,1
1964,1965,stimulus_1965,7.8889,6.5556,3,3,1
1965,1966,stimulus_1966,8.4444,5.6667,3,1,1
1967,1968,stimulus_1968,7.0,5.4444,3,1,1
1969,1970,stimulus_1970,6.8889,5.7778,3,1,1
1972,1973,stimulus_1973,3.3333,4.7778,0,0,0
1973,1974,stimulus_1974,6.8889,7.5556,3,3,1
1974,1975,stimulus_1975,7.3333,7.0,3,3,1
1975,1976,stimulus_1976,6.7778,6.4444,3,3,1
1976,1977,stimulus_1977,3.3333,5.0,0,0,0
1977,1978,stimulus_1978,7.2222,5.3333,3,1,1
1978,1979,stimulus_1979,3.0,6.1111,0,2,0
1979,1980,stimulus_1980,7.3333,7.0,3,3,1
1980,1981,stimulus_1981,7.8889,6.4444,3,3,1
1984,1985,stimulus_1985,2.5556,6.2222,0,2,0
1985,1986,stimulus_1986,6.8889,4.4444,3,0,1
1986,1987,stimulus_1987,2.8889,5.6667,0,1,0
1987,1988,stimulus_1988,6.8889,3.8889,3,0,1
1988,1989,stimulus_1989,7.4444,5.7778,3,1,1
1989,1990,stimulus_1990,2.3333,5.7778,0,1,0
1990,1991,stimulus_1991,1.6667,5.6667,0,1,0
1991,1992,stimulus_1992,7.4444,6.5556,3,3,1
1992,1993,stimulus_1993,7.6667,6.7778,3,3,1
1998,1999,stimulus_1999,2.8889,6.0,0,2,0
1999,2000,stimulus_2000,7.1111,5.4444,3,1,1
2000,2001,stimulus_2001,8.0,5.6667,3,1,1
2001,2002,stimulus_2002,6.7778,4.7778,3,0,1
2003,2004,stimulus_2004,1.4444,3.4444,0,0,0
2005,2006,stimulus_2006,3.5556,6.6667,0,3,0
2007,2008,stimulus_2008,2.6667,5.8889,0,2,0
2008,2009,stimulus_2009,3.1111,5.1111,0,0,0
2009,2010,stimulus_2010,2.6667,5.7778,0,1,0
2010,2011,stimulus_2011,2.7778,5.3333,0,1,0
2011,2012,stimulus_2012,2.2222,6.4444,0,3,0
2012,2013,stimulus_2013,7.1111,5.8889,3,2,1
2015,2016,stimulus_2016,3.4444,4.0,0,0,0
2017,2018,stimulus_2018,2.4444,3.8889,0,0,0
2018,2019,stimulus_2019,2.6667,4.5556,0,0,0
2019,2020,stimulus_2020,2.0,3.5556,0,0,0
2021,2022,stimulus_2022,3.3333,5.4444,0,1,0
2023,2024,stimulus_2024,2.8889,3.5556,0,0,0
2029,2030,stimulus_2030,7.1111,7.1111,3,3,1
2033,2034,stimulus_2034,7.5556,7.3333,3,3,1
2039,2040,stimulus_2040,7.3333,6.7778,3,3,1
2042,2043,stimulus_2043,6.7778,6.2222,3,2,1
2043,2044,stimulus_2044,7.2222,5.2222,3,1,1
2046,2047,stimulus_2047,1.8889,6.6667,0,3,0
2047,2048,stimulus_2048,2.8889,5.0,0,0,0
2048,2049,stimulus_2049,2.5556,6.2222,0,2,0
2053,2054,stimulus_2054,3.5556,6.0,0,2,0
2054,2055,stimulus_2055,3.5556,4.7778,0,0,0
2056,2057,stimulus_2057,6.7778,6.3333,3,2,1
2057,2058,stimulus_2058,2.0,5.7778,0,1,0
2058,2059,stimulus_2059,7.0,5.5556,3,1,1
2060,2061,stimulus_2061,7.2222,5.2222,3,1,1
2061,2062,stimulus_2062,2.2222,4.6667,0,0,0
2062,2063,stimulus_2063,6.7778,6.6667,3,3,1
2065,2066,stimulus_2066,3.4444,5.7778,0,1,0
2066,2067,stimulus_2067,3.1111,6.2222,0,2,0
2067,2068,stimulus_2068,3.5556,6.6667,0,3,0
2068,2069,stimulus_2069,2.0,6.7778,0,3,0
2069,2070,stimulus_2070,6.7778,5.6667,3,1,1
2070,2071,stimulus_2071,7.5556,5.7778,3,1,1
2071,2072,stimulus_2072,6.8889,5.6667,3,1,1
2076,2077,stimulus_2077,8.6667,6.5556,3,3,1
2077,2078,stimulus_2078,6.7778,6.7778,3,3,1
2079,2080,stimulus_2080,2.4444,6.1111,0,2,0
2080,2081,stimulus_2081,2.8889,5.5556,0,1,0
2081,2082,stimulus_2082,7.7778,5.3333,3,1,1
2084,2085,stimulus_2085,7.4444,7.5556,3,3,1
2085,2086,stimulus_2086,3.3333,5.5556,0,1,0
2088,2089,stimulus_2089,6.7778,6.8889,3,3,1
2090,2091,stimulus_2091,2.6667,7.1111,0,3,0
2091,2092,stimulus_2092,7.1111,6.7778,3,3,1
2094,2095,stimulus_2095,7.1111,5.6667,3,1,1
2095,2096,stimulus_2096,7.5556,4.5556,3,0,1
2099,2100,stimulus_2100,6.7778,6.2222,3,2,1
2101,2102,stimulus_2102,7.3333,6.5556,3,3,1
2105,2106,stimulus_2106,2.2222,5.1111,0,0,0
2108,2109,stimulus_2109,2.2222,5.5556,0,1,0
2109,2110,stimulus_2110,7.5556,7.3333,3,3,1
2110,2111,stimulus_2111,2.1111,5.1111,0,0,0
2112,2113,stimulus_2113,7.4444,6.5556,3,3,1
2113,2114,stimulus_2114,7.1111,5.5556,3,1,1
2114,2115,stimulus_2115,2.5556,6.2222,0,2,0
2115,2116,stimulus_2116,2.0,5.1111,0,0,0
2116,2117,stimulus_2117,7.4444,5.2222,3,1,1
2117,2118,stimulus_2118,7.6667,5.4444,3,1,1
2119,2120,stimulus_2120,3.0,7.1111,0,3,0
2120,2121,stimulus_2121,2.7778,6.6667,0,3,0
2121,2122,stimulus_2122,1.7778,6.1111,0,2,0
2122,2123,stimulus_2123,1.8889,5.2222,0,1,0
2123,2124,stimulus_2124,2.2222,6.4444,0,3,0
2129,2130,stimulus_2130,3.3333,5.2222,0,1,0
2130,2131,stimulus_2131,7.3333,3.7778,3,0,1
2134,2135,stimulus_2135,3.0,5.4444,0,1,0
2136,2137,stimulus_2137,8.4444,7.2222,3,3,1
2137,2138,stimulus_2138,8.1111,7.2222,3,3,1
2138,2139,stimulus_2139,1.3333,5.7778,0,1,0
2139,2140,stimulus_2140,7.7778,6.7778,3,3,1
2140,2141,stimulus_2141,3.0,4.6667,0,0,0
2141,2142,stimulus_2142,3.2222,5.1111,0,0,0
2142,2143,stimulus_2143,6.7778,6.7778,3,3,1
2143,2144,stimulus_2144,2.2222,5.3333,0,1,0
2145,2146,stimulus_2146,8.2222,6.2222,3,2,1
2146,2147,stimulus_2147,1.4444,5.2222,0,1,0
2148,2149,stimulus_2149,7.4444,6.2222,3,2,1
2149,2150,stimulus_2150,7.6667,5.6667,3,1,1
2151,2152,stimulus_2152,1.6667,5.2222,0,1,0
2152,2153,stimulus_2153,1.7778,6.2222,0,2,0
2153,2154,stimulus_2154,6.8889,5.8889,3,2,1
2156,2157,stimulus_2157,2.5556,5.5556,0,1,0
2157,2158,stimulus_2158,8.2222,6.6667,3,3,1
2158,2159,stimulus_2159,2.4444,5.1111,0,0,0
2160,2161,stimulus_2161,3.0,7.1111,0,3,0
2161,2162,stimulus_2162,3.0,6.2222,0,2,0
2162,2163,stimulus_2163,7.4444,4.0,3,0,1
2167,2168,stimulus_2168,2.6667,5.8889,0,2,0
2168,2169,stimulus_2169,1.7778,3.8889,0,0,0
2172,2173,stimulus_2173,7.1111,5.6667,3,1,1
2173,2174,stimulus_2174,2.4444,4.7778,0,0,0
2176,2177,stimulus_2177,2.0,4.8889,0,0,0
2178,2179,stimulus_2179,7.1111,6.7778,3,3,1
2180,2181,stimulus_2181,7.2222,6.3333,3,2,1
2181,2182,stimulus_2182,7.4444,6.4444,3,3,1
2182,2183,stimulus_2183,2.1111,5.2222,0,1,0
